GH,GA,scorer,time,scoring,game,season
1,0,Herbert Maul,85,VSE St. Pölten,VSE St. Pölten vs. SV Austria Salzburg 1:0,1993-1994
0,1,Thomas Flögel,7,Austria Wien,Sturm Graz vs. Austria Wien 2:4,1993-1994
0,2,Manfred Zsak,14,Austria Wien,Sturm Graz vs. Austria Wien 2:4,1993-1994
0,3,Ralph Hasenhüttl,41,Austria Wien,Sturm Graz vs. Austria Wien 2:4,1993-1994
1,3,Bruno Friesenbichler,61,Sturm Graz,Sturm Graz vs. Austria Wien 2:4,1993-1994
2,3,Walter Hörmann,62,Sturm Graz,Sturm Graz vs. Austria Wien 2:4,1993-1994
2,4,Andreas Ogris,69,Austria Wien,Sturm Graz vs. Austria Wien 2:4,1993-1994
1,0,Heimo Pfeifenberger,52,SV Austria Salzburg,SV Austria Salzburg vs. Vorwärts Steyr 2:0,1993-1994
2,0,Nikola Jurčević,65,SV Austria Salzburg,SV Austria Salzburg vs. Vorwärts Steyr 2:0,1993-1994
1,0,Andrzej Kubica,24,Rapid Wien,Rapid Wien vs. VSE St. Pölten 4:0,1993-1994
2,0,Maciej Śliwowski,25,Rapid Wien,Rapid Wien vs. VSE St. Pölten 4:0,1993-1994
3,0,Maciej Śliwowski,47,Rapid Wien,Rapid Wien vs. VSE St. Pölten 4:0,1993-1994
4,0,Andrzej Kubica,60,Rapid Wien,Rapid Wien vs. VSE St. Pölten 4:0,1993-1994
1,0,Ivica Vastić,51,Admira/Wacker,Admira/Wacker vs. VfB Mödling 2:0,1993-1994
2,0,Günter Zeller,90,Admira/Wacker,Admira/Wacker vs. VfB Mödling 2:0,1993-1994
1,0,Michael Horak,26,Wiener Sport-Club,Wiener Sport-Club vs. FC Tirol Innsbruck 1:1,1993-1994
1,1,Robert Wazinger,52,FC Tirol Innsbruck,Wiener Sport-Club vs. FC Tirol Innsbruck 1:1,1993-1994
1,0,Tihomir Dragoslavic,9,VfB Mödling,VfB Mödling vs. Sturm Graz 1:0,1993-1994
0,1,Ivica Vastić,2,Admira/Wacker,VSE St. Pölten vs. Admira/Wacker 0:1,1993-1994
1,0,Robertas Fridrikas,14,Austria Wien,Austria Wien vs. Wiener Sport-Club 3:1,1993-1994
1,1,Roman Mählich,34,Wiener Sport-Club,Austria Wien vs. Wiener Sport-Club 3:1,1993-1994
2,1,Ralph Hasenhüttl,57,Austria Wien,Austria Wien vs. Wiener Sport-Club 3:1,1993-1994
3,1,Anton Pfeffer,73,Austria Wien,Austria Wien vs. Wiener Sport-Club 3:1,1993-1994
1,0,Hermann Stadler,19,SV Austria Salzburg,SV Austria Salzburg vs. Rapid Wien 1:0,1993-1994
0,1,Marcelo Carracedo,30,FC Tirol Innsbruck,Vorwärts Steyr vs. FC Tirol Innsbruck 1:1,1993-1994
1,1,Michael Novak,45,Vorwärts Steyr,Vorwärts Steyr vs. FC Tirol Innsbruck 1:1,1993-1994
0,1,Franz Resch,41,VfB Mödling,Wiener Sport-Club vs. VfB Mödling 1:1,1993-1994
1,1,Christian Keglevits,82,Wiener Sport-Club,Wiener Sport-Club vs. VfB Mödling 1:1,1993-1994
1,0,Arnold Wetl,34,Sturm Graz,Sturm Graz vs. VSE St. Pölten 1:0,1993-1994
1,0,Michael Gruber,76,Admira/Wacker,Admira/Wacker vs. SV Austria Salzburg 1:0,1993-1994
1,0,Andrzej Lesiak,43,FC Tirol Innsbruck,FC Tirol Innsbruck vs. Austria Wien 3:1,1993-1994
2,0,Václav Daněk,55,FC Tirol Innsbruck,FC Tirol Innsbruck vs. Austria Wien 3:1,1993-1994
2,1,Arminas Narbekovas,65,Austria Wien,FC Tirol Innsbruck vs. Austria Wien 3:1,1993-1994
3,1,Marcelo Carracedo,73,FC Tirol Innsbruck,FC Tirol Innsbruck vs. Austria Wien 3:1,1993-1994
0,1,Dragoslav Dubajić,17,Vorwärts Steyr,Rapid Wien vs. Vorwärts Steyr 1:1,1993-1994
1,1,Maciej Śliwowski,80,Rapid Wien,Rapid Wien vs. Vorwärts Steyr 1:1,1993-1994
1,0,Ralph Hasenhüttl,23,Austria Wien,Austria Wien vs. Vorwärts Steyr 4:1,1993-1994
2,0,Christian Prosenik,31,Austria Wien,Austria Wien vs. Vorwärts Steyr 4:1,1993-1994
2,1,Marko Felbermayer,38,Vorwärts Steyr,Austria Wien vs. Vorwärts Steyr 4:1,1993-1994
3,1,Ralph Hasenhüttl,67,Austria Wien,Austria Wien vs. Vorwärts Steyr 4:1,1993-1994
4,1,Eric Orie,89,Austria Wien,Austria Wien vs. Vorwärts Steyr 4:1,1993-1994
0,1,Ernst Ogris,67,Admira/Wacker,Rapid Wien vs. Admira/Wacker 1:2,1993-1994
0,2,Jürgen Panis,84,Admira/Wacker,Rapid Wien vs. Admira/Wacker 1:2,1993-1994
1,2,Alfred Hörtnagl,90,Rapid Wien,Rapid Wien vs. Admira/Wacker 1:2,1993-1994
1,0,Hermann Stadler,35,SV Austria Salzburg,SV Austria Salzburg vs. Sturm Graz 2:0,1993-1994
2,0,Nikola Jurčević,90,SV Austria Salzburg,SV Austria Salzburg vs. Sturm Graz 2:0,1993-1994
1,0,Gerhard Nikischer,74,VfB Mödling,VfB Mödling vs. FC Tirol Innsbruck 1:1,1993-1994
1,1,Václav Daněk,84,FC Tirol Innsbruck,VfB Mödling vs. FC Tirol Innsbruck 1:1,1993-1994
0,1,Roman Mählich,90,Wiener Sport-Club,VSE St. Pölten vs. Wiener Sport-Club 0:1,1993-1994
0,1,Manfred Rosenegger,28,VSE St. Pölten,Wiener Sport-Club vs. VSE St. Pölten 1:1,1993-1994
1,1,Peter Guggi,89,Wiener Sport-Club,Wiener Sport-Club vs. VSE St. Pölten 1:1,1993-1994
0,1,Martin Amerhauser,64,SV Austria Salzburg,Sturm Graz vs. SV Austria Salzburg 0:2,1993-1994
0,2,Nikola Jurčević,90,SV Austria Salzburg,Sturm Graz vs. SV Austria Salzburg 0:2,1993-1994
1,0,Christoph Westerthaler,22,FC Tirol Innsbruck,FC Tirol Innsbruck vs. VfB Mödling 4:2,1993-1994
2,0,Thomas Janeschitz,58,FC Tirol Innsbruck,FC Tirol Innsbruck vs. VfB Mödling 4:2,1993-1994
3,0,Christoph Westerthaler,64,FC Tirol Innsbruck,FC Tirol Innsbruck vs. VfB Mödling 4:2,1993-1994
3,1,Andreas Poiger,80,VfB Mödling,FC Tirol Innsbruck vs. VfB Mödling 4:2,1993-1994
4,1,Václav Daněk,88,FC Tirol Innsbruck,FC Tirol Innsbruck vs. VfB Mödling 4:2,1993-1994
4,2,Herbert Gager,90,VfB Mödling,FC Tirol Innsbruck vs. VfB Mödling 4:2,1993-1994
1,0,Peter Barac,61,Vorwärts Steyr,Vorwärts Steyr vs. Austria Wien 2:0,1993-1994
2,0,Emir Music,90,Vorwärts Steyr,Vorwärts Steyr vs. Austria Wien 2:0,1993-1994
1,0,Ernst Ogris,23,Admira/Wacker,Admira/Wacker vs. Rapid Wien 2:0,1993-1994
2,0,Jürgen Panis,37,Admira/Wacker,Admira/Wacker vs. Rapid Wien 2:0,1993-1994
1,0,Martin Amerhauser,44,SV Austria Salzburg,SV Austria Salzburg vs. Wiener Sport-Club 3:1,1993-1994
2,0,Peter Artner,45,SV Austria Salzburg,SV Austria Salzburg vs. Wiener Sport-Club 3:1,1993-1994
2,1,Christian Keglevits,75,Wiener Sport-Club,SV Austria Salzburg vs. Wiener Sport-Club 3:1,1993-1994
3,1,Heimo Pfeifenberger,90,SV Austria Salzburg,SV Austria Salzburg vs. Wiener Sport-Club 3:1,1993-1994
1,0,Maciej Śliwowski,72,Rapid Wien,Rapid Wien vs. Sturm Graz 2:1,1993-1994
1,1,Martin Hiden,75,Sturm Graz,Rapid Wien vs. Sturm Graz 2:1,1993-1994
2,1,Robert Pecl,90,Rapid Wien,Rapid Wien vs. Sturm Graz 2:1,1993-1994
0,1,Walter Kogler,7,Austria Wien,VfB Mödling vs. Austria Wien 0:2,1993-1994
0,2,Peter Stöger,84,Austria Wien,VfB Mödling vs. Austria Wien 0:2,1993-1994
NA,NA,NA,NA,NA,VSE St. Pölten vs. FC Tirol Innsbruck 0:0,1993-1994
1,0,Ivica Vastić,30,Admira/Wacker,Admira/Wacker vs. Vorwärts Steyr 2:0,1993-1994
2,0,Helmut Graf,75,Admira/Wacker,Admira/Wacker vs. Vorwärts Steyr 2:0,1993-1994
1,0,Andreas Ogris,32,Austria Wien,Austria Wien vs. VSE St. Pölten 3:0,1993-1994
2,0,Christian Prosenik,58,Austria Wien,Austria Wien vs. VSE St. Pölten 3:0,1993-1994
3,0,Arminas Narbekovas,69,Austria Wien,Austria Wien vs. VSE St. Pölten 3:0,1993-1994
1,0,Václav Daněk,7,FC Tirol Innsbruck,FC Tirol Innsbruck vs. SV Austria Salzburg 2:0,1993-1994
2,0,Christoph Westerthaler,82,FC Tirol Innsbruck,FC Tirol Innsbruck vs. SV Austria Salzburg 2:0,1993-1994
1,0,Bruno Friesenbichler,13,Sturm Graz,Sturm Graz vs. Admira/Wacker 1:2,1993-1994
1,1,Michael Gruber,23,Admira/Wacker,Sturm Graz vs. Admira/Wacker 1:2,1993-1994
1,2,Michael Binder,32,Admira/Wacker,Sturm Graz vs. Admira/Wacker 1:2,1993-1994
1,0,Emir Music,29,Vorwärts Steyr,Vorwärts Steyr vs. VfB Mödling 1:1,1993-1994
1,1,Gerhard Nikischer,57,VfB Mödling,Vorwärts Steyr vs. VfB Mödling 1:1,1993-1994
0,1,Robert Pecl,48,Rapid Wien,Wiener Sport-Club vs. Rapid Wien 0:1,1993-1994
1,0,Markus Scharrer,8,Admira/Wacker,Admira/Wacker vs. Wiener Sport-Club 3:0,1993-1994
2,0,Johannes Abfalterer,67,Admira/Wacker,Admira/Wacker vs. Wiener Sport-Club 3:0,1993-1994
3,0,Markus Scharrer,87,Admira/Wacker,Admira/Wacker vs. Wiener Sport-Club 3:0,1993-1994
1,0,Mario Haas,35,Sturm Graz,Sturm Graz vs. Vorwärts Steyr 1:1,1993-1994
1,1,Andreas Heraf,85,Vorwärts Steyr,Sturm Graz vs. Vorwärts Steyr 1:1,1993-1994
1,0,Maciej Śliwowski,10,Rapid Wien,Rapid Wien vs. FC Tirol Innsbruck 2:0,1993-1994
2,0,Horst Steiger,18,Rapid Wien,Rapid Wien vs. FC Tirol Innsbruck 2:0,1993-1994
1,0,Damir Mužek,9,SV Austria Salzburg,SV Austria Salzburg vs. Austria Wien 2:0,1993-1994
2,0,Hermann Stadler,30,SV Austria Salzburg,SV Austria Salzburg vs. Austria Wien 2:0,1993-1994
1,0,Dieter Ramusch,47,VSE St. Pölten,VSE St. Pölten vs. VfB Mödling 1:0,1993-1994
1,0,Dragoslav Dubajić,53,Vorwärts Steyr,Vorwärts Steyr vs. VSE St. Pölten 2:0,1993-1994
2,0,Emir Music,63,Vorwärts Steyr,Vorwärts Steyr vs. VSE St. Pölten 2:0,1993-1994
0,1,Peter Artner,34,SV Austria Salzburg,VfB Mödling vs. SV Austria Salzburg 1:1,1993-1994
1,1,Tihomir Dragoslavic,54,VfB Mödling,VfB Mödling vs. SV Austria Salzburg 1:1,1993-1994
1,0,Andreas Ogris,19,Austria Wien,Austria Wien vs. Rapid Wien 2:1,1993-1994
2,0,Arminas Narbekovas,51,Austria Wien,Austria Wien vs. Rapid Wien 2:1,1993-1994
2,1,Horst Steiger,65,Rapid Wien,Austria Wien vs. Rapid Wien 2:1,1993-1994
1,0,Christoph Westerthaler,43,FC Tirol Innsbruck,FC Tirol Innsbruck vs. Admira/Wacker 2:1,1993-1994
2,0,Christoph Westerthaler,48,FC Tirol Innsbruck,FC Tirol Innsbruck vs. Admira/Wacker 2:1,1993-1994
2,1,Andreas Schiener,77,Admira/Wacker,FC Tirol Innsbruck vs. Admira/Wacker 2:1,1993-1994
NA,NA,NA,NA,NA,Wiener Sport-Club vs. Sturm Graz 0:0,1993-1994
1,0,Damir Mužek,10,SV Austria Salzburg,SV Austria Salzburg vs. VSE St. Pölten 2:0,1993-1994
2,0,Nikola Jurčević,87,SV Austria Salzburg,SV Austria Salzburg vs. VSE St. Pölten 2:0,1993-1994
0,1,Manfred Schmid,13,Austria Wien,Admira/Wacker vs. Austria Wien 0:3,1993-1994
0,2,Peter Stöger,19,Austria Wien,Admira/Wacker vs. Austria Wien 0:3,1993-1994
0,3,Andreas Ogris,69,Austria Wien,Admira/Wacker vs. Austria Wien 0:3,1993-1994
NA,NA,NA,NA,NA,Rapid Wien vs. VfB Mödling 0:0,1993-1994
1,0,Peter Guggi,15,Wiener Sport-Club,Wiener Sport-Club vs. Vorwärts Steyr 2:1,1993-1994
2,0,Haris Alihodžić,22,Wiener Sport-Club,Wiener Sport-Club vs. Vorwärts Steyr 2:1,1993-1994
2,1,Dragoslav Dubajić,27,Vorwärts Steyr,Wiener Sport-Club vs. Vorwärts Steyr 2:1,1993-1994
1,0,Darko Milanič,58,Sturm Graz,Sturm Graz vs. FC Tirol Innsbruck 1:0,1993-1994
1,0,Thomas Janeschitz,13,FC Tirol Innsbruck,FC Tirol Innsbruck vs. Wiener Sport-Club 2:0,1993-1994
2,0,Václav Daněk,22,FC Tirol Innsbruck,FC Tirol Innsbruck vs. Wiener Sport-Club 2:0,1993-1994
1,0,Manfred Zsak,21,Austria Wien,Austria Wien vs. Sturm Graz 3:0,1993-1994
2,0,Manfred Schmid,48,Austria Wien,Austria Wien vs. Sturm Graz 3:0,1993-1994
3,0,Peter Stöger,84,Austria Wien,Austria Wien vs. Sturm Graz 3:0,1993-1994
0,1,Ivica Vastić,22,Admira/Wacker,VfB Mödling vs. Admira/Wacker 1:1,1993-1994
1,1,Thomas Bauer,69,VfB Mödling,VfB Mödling vs. Admira/Wacker 1:1,1993-1994
0,1,Peter Artner,12,SV Austria Salzburg,Vorwärts Steyr vs. SV Austria Salzburg 0:2,1993-1994
0,2,Franz Aigner,84,SV Austria Salzburg,Vorwärts Steyr vs. SV Austria Salzburg 0:2,1993-1994
1,0,Pius Daniels,11,VSE St. Pölten,VSE St. Pölten vs. Rapid Wien 1:1,1993-1994
1,1,Dietmar Kühbauer,66,Rapid Wien,VSE St. Pölten vs. Rapid Wien 1:1,1993-1994
0,1,Dieter Ramusch,5,VSE St. Pölten,Admira/Wacker vs. VSE St. Pölten 4:3,1993-1994
1,1,Hans Kogler,12,Admira/Wacker,Admira/Wacker vs. VSE St. Pölten 4:3,1993-1994
1,2,Pius Daniels,28,VSE St. Pölten,Admira/Wacker vs. VSE St. Pölten 4:3,1993-1994
2,2,Ivica Vastić,35,Admira/Wacker,Admira/Wacker vs. VSE St. Pölten 4:3,1993-1994
2,3,Jevgenijs Milevskis,36,VSE St. Pölten,Admira/Wacker vs. VSE St. Pölten 4:3,1993-1994
3,3,Frenkie Schinkels,55,Admira/Wacker,Admira/Wacker vs. VSE St. Pölten 4:3,1993-1994
4,3,Ivica Vastić,71,Admira/Wacker,Admira/Wacker vs. VSE St. Pölten 4:3,1993-1994
1,0,Marchanno Schultz,63,Sturm Graz,Sturm Graz vs. VfB Mödling 1:0,1993-1994
1,0,Václav Daněk,4,FC Tirol Innsbruck,FC Tirol Innsbruck vs. Vorwärts Steyr 3:0,1993-1994
2,0,Marcelo Carracedo,63,FC Tirol Innsbruck,FC Tirol Innsbruck vs. Vorwärts Steyr 3:0,1993-1994
3,0,Václav Daněk,66,FC Tirol Innsbruck,FC Tirol Innsbruck vs. Vorwärts Steyr 3:0,1993-1994
0,1,Martin Amerhauser,40,SV Austria Salzburg,Rapid Wien vs. SV Austria Salzburg 0:3,1993-1994
0,2,Nikola Jurčević,71,SV Austria Salzburg,Rapid Wien vs. SV Austria Salzburg 0:3,1993-1994
0,3,Leo Lainer,85,SV Austria Salzburg,Rapid Wien vs. SV Austria Salzburg 0:3,1993-1994
0,1,Robertas Fridrikas,60,Austria Wien,Wiener Sport-Club vs. Austria Wien 0:1,1993-1994
1,0,Jürgen Kauz,33,Austria Wien,Austria Wien vs. FC Tirol Innsbruck 2:1,1993-1994
2,0,Peter Stöger,71,Austria Wien,Austria Wien vs. FC Tirol Innsbruck 2:1,1993-1994
2,1,Roland Kirchler,78,FC Tirol Innsbruck,Austria Wien vs. FC Tirol Innsbruck 2:1,1993-1994
NA,NA,NA,NA,NA,SV Austria Salzburg vs. Admira/Wacker 0:0,1993-1994
1,0,Josef Heiling,73,VfB Mödling,VfB Mödling vs. Wiener Sport-Club 1:0,1993-1994
1,0,Tomica Kocijan,23,Vorwärts Steyr,Vorwärts Steyr vs. Rapid Wien 3:0,1993-1994
2,0,Tomica Kocijan,56,Vorwärts Steyr,Vorwärts Steyr vs. Rapid Wien 3:0,1993-1994
3,0,Emir Music,64,Vorwärts Steyr,Vorwärts Steyr vs. Rapid Wien 3:0,1993-1994
1,0,Dieter Ramusch,14,VSE St. Pölten,VSE St. Pölten vs. Sturm Graz 2:1,1993-1994
1,1,Walter Hörmann,27,Sturm Graz,VSE St. Pölten vs. Sturm Graz 2:1,1993-1994
2,1,Dieter Ramusch,82,VSE St. Pölten,VSE St. Pölten vs. Sturm Graz 2:1,1993-1994
1,0,Robertas Fridrikas,25,Austria Wien,Austria Wien vs. VfB Mödling 3:0,1993-1994
2,0,Arminas Narbekovas,33,Austria Wien,Austria Wien vs. VfB Mödling 3:0,1993-1994
3,0,Thomas Flögel,59,Austria Wien,Austria Wien vs. VfB Mödling 3:0,1993-1994
0,1,Horst Steiger,19,Rapid Wien,Sturm Graz vs. Rapid Wien 1:2,1993-1994
0,2,Andrzej Kubica,48,Rapid Wien,Sturm Graz vs. Rapid Wien 1:2,1993-1994
1,2,Wolfgang Hopfer,83,Sturm Graz,Sturm Graz vs. Rapid Wien 1:2,1993-1994
0,1,Pius Daniels,16,VSE St. Pölten,FC Tirol Innsbruck vs. VSE St. Pölten 2:1,1993-1994
1,1,Michael Baur,17,FC Tirol Innsbruck,FC Tirol Innsbruck vs. VSE St. Pölten 2:1,1993-1994
2,1,Roland Kirchler,37,FC Tirol Innsbruck,FC Tirol Innsbruck vs. VSE St. Pölten 2:1,1993-1994
NA,NA,NA,NA,NA,Vorwärts Steyr vs. Admira/Wacker 0:0,1993-1994
0,1,Peter Artner,75,SV Austria Salzburg,Wiener Sport-Club vs. SV Austria Salzburg 0:1,1993-1994
0,1,Daniel Madlener,17,Vorwärts Steyr,VfB Mödling vs. Vorwärts Steyr 0:5,1993-1994
0,2,Tomica Kocijan,33,Vorwärts Steyr,VfB Mödling vs. Vorwärts Steyr 0:5,1993-1994
0,3,Michael Novak,37,Vorwärts Steyr,VfB Mödling vs. Vorwärts Steyr 0:5,1993-1994
0,4,Andreas Heraf,48,Vorwärts Steyr,VfB Mödling vs. Vorwärts Steyr 0:5,1993-1994
0,5,Walter Waldhör,85,Vorwärts Steyr,VfB Mödling vs. Vorwärts Steyr 0:5,1993-1994
1,0,Harald Cerny,75,Admira/Wacker,Admira/Wacker vs. Sturm Graz 1:1,1993-1994
1,1,Arnold Wetl,82,Sturm Graz,Admira/Wacker vs. Sturm Graz 1:1,1993-1994
NA,NA,NA,NA,NA,Rapid Wien vs. Wiener Sport-Club 0:0,1993-1994
NA,NA,NA,NA,NA,SV Austria Salzburg vs. FC Tirol Innsbruck 0:0,1993-1994
0,1,Robertas Fridrikas,4,Austria Wien,VSE St. Pölten vs. Austria Wien 2:3,1993-1994
1,1,Pius Daniels,50,VSE St. Pölten,VSE St. Pölten vs. Austria Wien 2:3,1993-1994
2,1,Joseph Odegbami,64,VSE St. Pölten,VSE St. Pölten vs. Austria Wien 2:3,1993-1994
2,2,Peter Stöger,74,Austria Wien,VSE St. Pölten vs. Austria Wien 2:3,1993-1994
2,3,Thomas Flögel,84,Austria Wien,VSE St. Pölten vs. Austria Wien 2:3,1993-1994
0,1,Frank Daniels,72,Rapid Wien,FC Tirol Innsbruck vs. Rapid Wien 0:1,1993-1994
1,0,Eric Orie,2,VfB Mödling,VfB Mödling vs. VSE St. Pölten 4:1,1993-1994
2,0,Josef Heiling,13,VfB Mödling,VfB Mödling vs. VSE St. Pölten 4:1,1993-1994
3,0,Andreas Poiger,22,VfB Mödling,VfB Mödling vs. VSE St. Pölten 4:1,1993-1994
4,0,Gerhard Nikischer,72,VfB Mödling,VfB Mödling vs. VSE St. Pölten 4:1,1993-1994
4,1,Leopold Rotter,90,VSE St. Pölten,VfB Mödling vs. VSE St. Pölten 4:1,1993-1994
NA,NA,NA,NA,NA,Vorwärts Steyr vs. Sturm Graz 0:0,1993-1994
1,0,Marek Koniarek,9,Wiener Sport-Club,Wiener Sport-Club vs. Admira/Wacker 1:1,1993-1994
1,1,Uwe Müller,80,Admira/Wacker,Wiener Sport-Club vs. Admira/Wacker 1:1,1993-1994
0,1,Nikola Jurčević,53,SV Austria Salzburg,Austria Wien vs. SV Austria Salzburg 0:4,1993-1994
0,2,Nikola Jurčević,73,SV Austria Salzburg,Austria Wien vs. SV Austria Salzburg 0:4,1993-1994
0,3,Nikola Jurčević,78,SV Austria Salzburg,Austria Wien vs. SV Austria Salzburg 0:4,1993-1994
0,4,Nikola Jurčević,85,SV Austria Salzburg,Austria Wien vs. SV Austria Salzburg 0:4,1993-1994
NA,NA,NA,NA,NA,SV Austria Salzburg vs. VfB Mödling 0:0,1993-1994
1,0,Michael Binder,51,Admira/Wacker,Admira/Wacker vs. FC Tirol Innsbruck 2:0,1993-1994
2,0,Harald Cerny,71,Admira/Wacker,Admira/Wacker vs. FC Tirol Innsbruck 2:0,1993-1994
1,0,Andrzej Kubica,66,Rapid Wien,Rapid Wien vs. Austria Wien 1:1,1993-1994
1,1,Anton Pfeffer,74,Austria Wien,Rapid Wien vs. Austria Wien 1:1,1993-1994
0,1,Tomica Kocijan,53,Vorwärts Steyr,VSE St. Pölten vs. Vorwärts Steyr 0:1,1993-1994
1,0,Mario Haas,61,Sturm Graz,Sturm Graz vs. Wiener Sport-Club 3:1,1993-1994
2,0,Mario Haas,73,Sturm Graz,Sturm Graz vs. Wiener Sport-Club 3:1,1993-1994
3,0,Bruno Friesenbichler,78,Sturm Graz,Sturm Graz vs. Wiener Sport-Club 3:1,1993-1994
3,1,Hannes Pleva,88,Wiener Sport-Club,Sturm Graz vs. Wiener Sport-Club 3:1,1993-1994
0,1,Marek Koniarek,16,Wiener Sport-Club,Vorwärts Steyr vs. Wiener Sport-Club 1:1,1993-1994
1,1,Dragoslav Dubajić,88,Vorwärts Steyr,Vorwärts Steyr vs. Wiener Sport-Club 1:1,1993-1994
1,0,Peter Stöger,8,Austria Wien,Austria Wien vs. Admira/Wacker 3:1,1993-1994
2,0,Andreas Ogris,20,Austria Wien,Austria Wien vs. Admira/Wacker 3:1,1993-1994
2,1,Andreas Schiener,61,Admira/Wacker,Austria Wien vs. Admira/Wacker 3:1,1993-1994
3,1,Arminas Narbekovas,81,Austria Wien,Austria Wien vs. Admira/Wacker 3:1,1993-1994
0,1,Martin Hiden,29,Sturm Graz,FC Tirol Innsbruck vs. Sturm Graz 2:1,1993-1994
1,1,Thomas Janeschitz,55,FC Tirol Innsbruck,FC Tirol Innsbruck vs. Sturm Graz 2:1,1993-1994
2,1,Václav Daněk,66,FC Tirol Innsbruck,FC Tirol Innsbruck vs. Sturm Graz 2:1,1993-1994
NA,NA,NA,NA,NA,VfB Mödling vs. Rapid Wien 0:0,1993-1994
NA,NA,NA,NA,NA,VSE St. Pölten vs. SV Austria Salzburg 0:0,1993-1994
1,0,Andrzej Kubica,7,Rapid Wien,Rapid Wien vs. VSE St. Pölten 5:3,1993-1994
2,0,Dietmar Kühbauer,29,Rapid Wien,Rapid Wien vs. VSE St. Pölten 5:3,1993-1994
2,1,Hannes Weber,37,VSE St. Pölten,Rapid Wien vs. VSE St. Pölten 5:3,1993-1994
2,2,Herbert Maul,45,VSE St. Pölten,Rapid Wien vs. VSE St. Pölten 5:3,1993-1994
3,2,Maciej Śliwowski,52,Rapid Wien,Rapid Wien vs. VSE St. Pölten 5:3,1993-1994
4,2,Maciej Śliwowski,55,Rapid Wien,Rapid Wien vs. VSE St. Pölten 5:3,1993-1994
4,3,Manfred Rosenegger,69,VSE St. Pölten,Rapid Wien vs. VSE St. Pölten 5:3,1993-1994
5,3,Dietmar Kühbauer,79,Rapid Wien,Rapid Wien vs. VSE St. Pölten 5:3,1993-1994
0,1,Andreas Poiger,57,VfB Mödling,Admira/Wacker vs. VfB Mödling 0:1,1993-1994
0,1,Michael Baur,15,FC Tirol Innsbruck,Wiener Sport-Club vs. FC Tirol Innsbruck 1:2,1993-1994
1,1,Gernot Zirngast,52,Wiener Sport-Club,Wiener Sport-Club vs. FC Tirol Innsbruck 1:2,1993-1994
1,2,Christoph Westerthaler,75,FC Tirol Innsbruck,Wiener Sport-Club vs. FC Tirol Innsbruck 1:2,1993-1994
NA,NA,NA,NA,NA,Sturm Graz vs. Austria Wien 0:0,1993-1994
1,0,Hermann Stadler,2,SV Austria Salzburg,SV Austria Salzburg vs. Vorwärts Steyr 3:1,1993-1994
2,0,Adi Hütter,10,SV Austria Salzburg,SV Austria Salzburg vs. Vorwärts Steyr 3:1,1993-1994
2,1,Thomas Gröbl,24,Vorwärts Steyr,SV Austria Salzburg vs. Vorwärts Steyr 3:1,1993-1994
3,1,Nikola Jurčević,74,SV Austria Salzburg,SV Austria Salzburg vs. Vorwärts Steyr 3:1,1993-1994
1,0,Nikola Jurčević,52,SV Austria Salzburg,SV Austria Salzburg vs. Rapid Wien 2:1,1993-1994
2,0,Hermann Stadler,74,SV Austria Salzburg,SV Austria Salzburg vs. Rapid Wien 2:1,1993-1994
2,1,Haris Alihodžić,90,Rapid Wien,SV Austria Salzburg vs. Rapid Wien 2:1,1993-1994
1,0,Jevgenijs Milevskis,84,VSE St. Pölten,VSE St. Pölten vs. Admira/Wacker 1:0,1993-1994
1,0,Ralph Hasenhüttl,38,Austria Wien,Austria Wien vs. Wiener Sport-Club 1:1,1993-1994
1,1,Marek Koniarek,45,Wiener Sport-Club,Austria Wien vs. Wiener Sport-Club 1:1,1993-1994
1,0,Daniel Madlener,22,Vorwärts Steyr,Vorwärts Steyr vs. FC Tirol Innsbruck 2:0,1993-1994
2,0,Željko Vuković,52,Vorwärts Steyr,Vorwärts Steyr vs. FC Tirol Innsbruck 2:0,1993-1994
1,0,Andreas Poiger,55,VfB Mödling,VfB Mödling vs. Sturm Graz 2:0,1993-1994
2,0,Zbigniew Grzesiak,60,VfB Mödling,VfB Mödling vs. Sturm Graz 2:0,1993-1994
0,1,Adi Hütter,39,SV Austria Salzburg,Admira/Wacker vs. SV Austria Salzburg 0:3,1993-1994
0,2,Heimo Pfeifenberger,69,SV Austria Salzburg,Admira/Wacker vs. SV Austria Salzburg 0:3,1993-1994
0,3,Marquinho,71,SV Austria Salzburg,Admira/Wacker vs. SV Austria Salzburg 0:3,1993-1994
0,1,Manfred Zsak,2,Austria Wien,FC Tirol Innsbruck vs. Austria Wien 0:1,1993-1994
1,0,Andrzej Kubica,6,Rapid Wien,Rapid Wien vs. Vorwärts Steyr 3:0,1993-1994
2,0,Alfred Hörtnagl,71,Rapid Wien,Rapid Wien vs. Vorwärts Steyr 3:0,1993-1994
3,0,Frank Daniels,76,Rapid Wien,Rapid Wien vs. Vorwärts Steyr 3:0,1993-1994
1,0,Marchanno Schultz,43,Sturm Graz,Sturm Graz vs. VSE St. Pölten 2:0,1993-1994
2,0,Bruno Friesenbichler,90,Sturm Graz,Sturm Graz vs. VSE St. Pölten 2:0,1993-1994
0,1,Gerhard Nikischer,42,VfB Mödling,Wiener Sport-Club vs. VfB Mödling 0:2,1993-1994
0,2,Zbigniew Grzesiak,63,VfB Mödling,Wiener Sport-Club vs. VfB Mödling 0:2,1993-1994
