GH,GA,scorer,time,scoring,game,season
1,0,András Keresztúri,90,Austria Wien,Austria Wien vs. Vorwärts Steyr 1:0,1993-1994
0,1,Michael Binder,3,Admira/Wacker,Rapid Wien vs. Admira/Wacker 0:3,1993-1994
0,2,Thomas Zingler,21,Admira/Wacker,Rapid Wien vs. Admira/Wacker 0:3,1993-1994
0,3,Markus Scharrer,90,Admira/Wacker,Rapid Wien vs. Admira/Wacker 0:3,1993-1994
NA,NA,NA,NA,NA,SV Austria Salzburg vs. Sturm Graz 0:0,1993-1994
NA,NA,NA,NA,NA,VSE St. Pölten vs. Wiener Sport-Club 0:0,1993-1994
NA,NA,NA,NA,NA,VfB Mödling vs. FC Tirol Innsbruck 0:0,1993-1994
0,1,Heimo Pfeifenberger,90,SV Austria Salzburg,Sturm Graz vs. SV Austria Salzburg 0:1,1993-1994
1,0,Gernot Zirngast,6,Wiener Sport-Club,Wiener Sport-Club vs. VSE St. Pölten 3:1,1993-1994
2,0,Marek Koniarek,11,Wiener Sport-Club,Wiener Sport-Club vs. VSE St. Pölten 3:1,1993-1994
3,0,Hannes Pleva,60,Wiener Sport-Club,Wiener Sport-Club vs. VSE St. Pölten 3:1,1993-1994
3,1,Jevgenijs Milevskis,75,VSE St. Pölten,Wiener Sport-Club vs. VSE St. Pölten 3:1,1993-1994
NA,NA,NA,NA,NA,Admira/Wacker vs. Rapid Wien 0:0,1993-1994
1,0,Thomas Janeschitz,22,FC Tirol Innsbruck,FC Tirol Innsbruck vs. VfB Mödling 4:0,1993-1994
2,0,Michael Streiter,30,FC Tirol Innsbruck,FC Tirol Innsbruck vs. VfB Mödling 4:0,1993-1994
3,0,Marcelo Carracedo,39,FC Tirol Innsbruck,FC Tirol Innsbruck vs. VfB Mödling 4:0,1993-1994
4,0,Christoph Westerthaler,82,FC Tirol Innsbruck,FC Tirol Innsbruck vs. VfB Mödling 4:0,1993-1994
1,0,Dragoslav Dubajić,53,Vorwärts Steyr,Vorwärts Steyr vs. Austria Wien 1:1,1993-1994
1,1,Christian Prosenik,77,Austria Wien,Vorwärts Steyr vs. Austria Wien 1:1,1993-1994
1,0,Gennadiy Litovchenko,5,Admira/Wacker,Admira/Wacker vs. Vorwärts Steyr 4:0,1993-1994
2,0,Harald Cerny,35,Admira/Wacker,Admira/Wacker vs. Vorwärts Steyr 4:0,1993-1994
3,0,Harald Cerny,69,Admira/Wacker,Admira/Wacker vs. Vorwärts Steyr 4:0,1993-1994
4,0,Harald Cerny,83,Admira/Wacker,Admira/Wacker vs. Vorwärts Steyr 4:0,1993-1994
0,1,Mario Haas,2,Sturm Graz,Rapid Wien vs. Sturm Graz 2:4,1993-1994
0,2,Walter Hörmann,52,Sturm Graz,Rapid Wien vs. Sturm Graz 2:4,1993-1994
1,2,Andrzej Kubica,63,Rapid Wien,Rapid Wien vs. Sturm Graz 2:4,1993-1994
1,3,Martin Hiden,79,Sturm Graz,Rapid Wien vs. Sturm Graz 2:4,1993-1994
2,3,Dietmar Kühbauer,81,Rapid Wien,Rapid Wien vs. Sturm Graz 2:4,1993-1994
2,4,Herbert Grassler,90,Sturm Graz,Rapid Wien vs. Sturm Graz 2:4,1993-1994
0,1,Marek Koniarek,90,Wiener Sport-Club,SV Austria Salzburg vs. Wiener Sport-Club 0:1,1993-1994
0,1,Manfred Schmid,24,Austria Wien,VfB Mödling vs. Austria Wien 0:4,1993-1994
0,2,Ralph Hasenhüttl,41,Austria Wien,VfB Mödling vs. Austria Wien 0:4,1993-1994
0,3,Ralph Hasenhüttl,57,Austria Wien,VfB Mödling vs. Austria Wien 0:4,1993-1994
0,4,Attila Sekerlioglu,76,Austria Wien,VfB Mödling vs. Austria Wien 0:4,1993-1994
NA,NA,NA,NA,NA,VSE St. Pölten vs. FC Tirol Innsbruck 0:0,1993-1994
1,0,Arnold Wetl,87,Sturm Graz,Sturm Graz vs. Admira/Wacker 1:0,1993-1994
0,1,Zbigniew Grzesiak,40,VfB Mödling,Vorwärts Steyr vs. VfB Mödling 1:2,1993-1994
1,1,Tomica Kocijan,48,Vorwärts Steyr,Vorwärts Steyr vs. VfB Mödling 1:2,1993-1994
1,2,Thomas Bauer,62,VfB Mödling,Vorwärts Steyr vs. VfB Mödling 1:2,1993-1994
0,1,Hannes Weber,45,VSE St. Pölten,Austria Wien vs. VSE St. Pölten 0:1,1993-1994
0,1,Heimo Pfeifenberger,7,SV Austria Salzburg,FC Tirol Innsbruck vs. SV Austria Salzburg 1:1,1993-1994
1,1,Roland Kirchler,77,FC Tirol Innsbruck,FC Tirol Innsbruck vs. SV Austria Salzburg 1:1,1993-1994
0,1,Andrzej Kubica,81,Rapid Wien,Wiener Sport-Club vs. Rapid Wien 0:1,1993-1994
1,0,Marquinho,35,SV Austria Salzburg,SV Austria Salzburg vs. Austria Wien 6:0,1993-1994
2,0,Heimo Pfeifenberger,38,SV Austria Salzburg,SV Austria Salzburg vs. Austria Wien 6:0,1993-1994
3,0,Leo Lainer,43,SV Austria Salzburg,SV Austria Salzburg vs. Austria Wien 6:0,1993-1994
4,0,Heimo Pfeifenberger,55,SV Austria Salzburg,SV Austria Salzburg vs. Austria Wien 6:0,1993-1994
5,0,Hermann Stadler,77,SV Austria Salzburg,SV Austria Salzburg vs. Austria Wien 6:0,1993-1994
6,0,Marquinho,78,SV Austria Salzburg,SV Austria Salzburg vs. Austria Wien 6:0,1993-1994
1,0,Volker Piesczek,71,Admira/Wacker,Admira/Wacker vs. Wiener Sport-Club 2:0,1993-1994
2,0,Günter Zeller,88,Admira/Wacker,Admira/Wacker vs. Wiener Sport-Club 2:0,1993-1994
1,0,Horst Steiger,25,Rapid Wien,Rapid Wien vs. FC Tirol Innsbruck 2:0,1993-1994
2,0,Dietmar Kühbauer,62,Rapid Wien,Rapid Wien vs. FC Tirol Innsbruck 2:0,1993-1994
1,0,Manfred Rosenegger,3,VSE St. Pölten,VSE St. Pölten vs. VfB Mödling 5:0,1993-1994
2,0,Dieter Ramusch,12,VSE St. Pölten,VSE St. Pölten vs. VfB Mödling 5:0,1993-1994
3,0,Jevgenijs Milevskis,19,VSE St. Pölten,VSE St. Pölten vs. VfB Mödling 5:0,1993-1994
4,0,Hannes Weber,35,VSE St. Pölten,VSE St. Pölten vs. VfB Mödling 5:0,1993-1994
5,0,Hannes Weber,74,VSE St. Pölten,VSE St. Pölten vs. VfB Mödling 5:0,1993-1994
0,1,Tomica Kocijan,29,Vorwärts Steyr,Sturm Graz vs. Vorwärts Steyr 3:1,1993-1994
1,1,Arnold Wetl,38,Sturm Graz,Sturm Graz vs. Vorwärts Steyr 3:1,1993-1994
2,1,Marchanno Schultz,51,Sturm Graz,Sturm Graz vs. Vorwärts Steyr 3:1,1993-1994
3,1,Marchanno Schultz,89,Sturm Graz,Sturm Graz vs. Vorwärts Steyr 3:1,1993-1994
1,0,Ralph Hasenhüttl,28,Austria Wien,Austria Wien vs. Rapid Wien 2:0,1993-1994
2,0,Ralph Hasenhüttl,45,Austria Wien,Austria Wien vs. Rapid Wien 2:0,1993-1994
0,1,Michael Binder,79,Admira/Wacker,FC Tirol Innsbruck vs. Admira/Wacker 0:1,1993-1994
0,1,Leo Lainer,5,SV Austria Salzburg,VfB Mödling vs. SV Austria Salzburg 3:2,1993-1994
1,1,Gerhard Nikischer,16,VfB Mödling,VfB Mödling vs. SV Austria Salzburg 3:2,1993-1994
2,1,Eric Orie,25,VfB Mödling,VfB Mödling vs. SV Austria Salzburg 3:2,1993-1994
2,2,Adi Hütter,43,SV Austria Salzburg,VfB Mödling vs. SV Austria Salzburg 3:2,1993-1994
3,2,Andreas Poiger,63,VfB Mödling,VfB Mödling vs. SV Austria Salzburg 3:2,1993-1994
1,0,Tomica Kocijan,10,Vorwärts Steyr,Vorwärts Steyr vs. VSE St. Pölten 1:1,1993-1994
1,1,Dieter Ramusch,29,VSE St. Pölten,Vorwärts Steyr vs. VSE St. Pölten 1:1,1993-1994
1,0,Marek Koniarek,45,Wiener Sport-Club,Wiener Sport-Club vs. Sturm Graz 1:0,1993-1994
1,0,Heimo Pfeifenberger,2,SV Austria Salzburg,SV Austria Salzburg vs. VSE St. Pölten 4:1,1993-1994
2,0,Heimo Pfeifenberger,31,SV Austria Salzburg,SV Austria Salzburg vs. VSE St. Pölten 4:1,1993-1994
3,0,Heimo Pfeifenberger,40,SV Austria Salzburg,SV Austria Salzburg vs. VSE St. Pölten 4:1,1993-1994
4,0,Nikola Jurčević,49,SV Austria Salzburg,SV Austria Salzburg vs. VSE St. Pölten 4:1,1993-1994
4,1,Manfred Rosenegger,84,VSE St. Pölten,SV Austria Salzburg vs. VSE St. Pölten 4:1,1993-1994
1,0,Martin Eberhardt,22,Admira/Wacker,Admira/Wacker vs. Austria Wien 4:2,1993-1994
2,0,Johannes Abfalterer,40,Admira/Wacker,Admira/Wacker vs. Austria Wien 4:2,1993-1994
2,1,Robertas Fridrikas,45,Austria Wien,Admira/Wacker vs. Austria Wien 4:2,1993-1994
2,2,Ralph Hasenhüttl,45,Austria Wien,Admira/Wacker vs. Austria Wien 4:2,1993-1994
3,2,Harald Cerny,88,Admira/Wacker,Admira/Wacker vs. Austria Wien 4:2,1993-1994
4,2,Herbert Gager,90,Admira/Wacker,Admira/Wacker vs. Austria Wien 4:2,1993-1994
0,1,Karl Brauneder,55,VfB Mödling,Rapid Wien vs. VfB Mödling 0:2,1993-1994
0,2,Michael Helm,83,VfB Mödling,Rapid Wien vs. VfB Mödling 0:2,1993-1994
NA,NA,NA,NA,NA,Sturm Graz vs. FC Tirol Innsbruck 0:0,1993-1994
0,1,Slavko Feric,7,Vorwärts Steyr,Wiener Sport-Club vs. Vorwärts Steyr 1:1,1993-1994
1,1,Gernot Zirngast,12,Wiener Sport-Club,Wiener Sport-Club vs. Vorwärts Steyr 1:1,1993-1994
NA,NA,NA,NA,NA,Austria Wien vs. Sturm Graz 0:0,1993-1994
1,0,Václav Daněk,26,FC Tirol Innsbruck,FC Tirol Innsbruck vs. Wiener Sport-Club 6:0,1993-1994
2,0,Thomas Janeschitz,28,FC Tirol Innsbruck,FC Tirol Innsbruck vs. Wiener Sport-Club 6:0,1993-1994
3,0,Michael Baur,33,FC Tirol Innsbruck,FC Tirol Innsbruck vs. Wiener Sport-Club 6:0,1993-1994
4,0,Christoph Westerthaler,37,FC Tirol Innsbruck,FC Tirol Innsbruck vs. Wiener Sport-Club 6:0,1993-1994
5,0,Thomas Janeschitz,71,FC Tirol Innsbruck,FC Tirol Innsbruck vs. Wiener Sport-Club 6:0,1993-1994
6,0,Marcelo Carracedo,75,FC Tirol Innsbruck,FC Tirol Innsbruck vs. Wiener Sport-Club 6:0,1993-1994
0,1,Michael Binder,26,Admira/Wacker,VfB Mödling vs. Admira/Wacker 0:3,1993-1994
0,2,Harald Cerny,65,Admira/Wacker,VfB Mödling vs. Admira/Wacker 0:3,1993-1994
0,3,Andreas Schiener,80,Admira/Wacker,VfB Mödling vs. Admira/Wacker 0:3,1993-1994
0,1,Damir Mužek,48,SV Austria Salzburg,Vorwärts Steyr vs. SV Austria Salzburg 1:3,1993-1994
0,2,Nikola Jurčević,60,SV Austria Salzburg,Vorwärts Steyr vs. SV Austria Salzburg 1:3,1993-1994
0,3,Franz Aigner,82,SV Austria Salzburg,Vorwärts Steyr vs. SV Austria Salzburg 1:3,1993-1994
1,3,Slavko Feric,90,Vorwärts Steyr,Vorwärts Steyr vs. SV Austria Salzburg 1:3,1993-1994
1,0,Hans-Peter Frühwirth,9,VSE St. Pölten,VSE St. Pölten vs. Rapid Wien 1:1,1993-1994
1,1,Stefan Marasek,39,Rapid Wien,VSE St. Pölten vs. Rapid Wien 1:1,1993-1994
1,0,Werner Bendekovits,61,Admira/Wacker,Admira/Wacker vs. VSE St. Pölten 3:1,1993-1994
2,0,Werner Bendekovits,76,Admira/Wacker,Admira/Wacker vs. VSE St. Pölten 3:1,1993-1994
3,0,Werner Bendekovits,88,Admira/Wacker,Admira/Wacker vs. VSE St. Pölten 3:1,1993-1994
3,1,Heimo Vorderegger,89,VSE St. Pölten,Admira/Wacker vs. VSE St. Pölten 3:1,1993-1994
1,0,Christoph Westerthaler,10,FC Tirol Innsbruck,FC Tirol Innsbruck vs. Vorwärts Steyr 4:2,1993-1994
2,0,Václav Daněk,14,FC Tirol Innsbruck,FC Tirol Innsbruck vs. Vorwärts Steyr 4:2,1993-1994
2,1,Michael Novak,72,Vorwärts Steyr,FC Tirol Innsbruck vs. Vorwärts Steyr 4:2,1993-1994
3,1,Thomas Janeschitz,74,FC Tirol Innsbruck,FC Tirol Innsbruck vs. Vorwärts Steyr 4:2,1993-1994
4,1,Michael Baur,75,FC Tirol Innsbruck,FC Tirol Innsbruck vs. Vorwärts Steyr 4:2,1993-1994
4,2,Tomica Kocijan,79,Vorwärts Steyr,FC Tirol Innsbruck vs. Vorwärts Steyr 4:2,1993-1994
NA,NA,NA,NA,NA,Rapid Wien vs. SV Austria Salzburg 0:0,1993-1994
0,1,Andreas Poiger,32,VfB Mödling,Sturm Graz vs. VfB Mödling 2:1,1993-1994
1,1,Arnold Wetl,62,Sturm Graz,Sturm Graz vs. VfB Mödling 2:1,1993-1994
2,1,Mario Haas,89,Sturm Graz,Sturm Graz vs. VfB Mödling 2:1,1993-1994
0,1,Marcus Pürk,5,Austria Wien,Wiener Sport-Club vs. Austria Wien 0:3,1993-1994
0,2,Thomas Flögel,13,Austria Wien,Wiener Sport-Club vs. Austria Wien 0:3,1993-1994
0,3,Peter Stöger,33,Austria Wien,Wiener Sport-Club vs. Austria Wien 0:3,1993-1994
1,0,Peter Stöger,3,Austria Wien,Austria Wien vs. FC Tirol Innsbruck 1:0,1993-1994
1,0,Heimo Pfeifenberger,8,SV Austria Salzburg,SV Austria Salzburg vs. Admira/Wacker 2:0,1993-1994
2,0,Heimo Pfeifenberger,47,SV Austria Salzburg,SV Austria Salzburg vs. Admira/Wacker 2:0,1993-1994
NA,NA,NA,NA,NA,VfB Mödling vs. Wiener Sport-Club 0:0,1993-1994
0,1,Maciej Śliwowski,27,Rapid Wien,Vorwärts Steyr vs. Rapid Wien 0:1,1993-1994
0,1,Bruno Friesenbichler,1,Sturm Graz,VSE St. Pölten vs. Sturm Graz 2:1,1993-1994
1,1,Hannes Weber,4,VSE St. Pölten,VSE St. Pölten vs. Sturm Graz 2:1,1993-1994
2,1,Hannes Weber,50,VSE St. Pölten,VSE St. Pölten vs. Sturm Graz 2:1,1993-1994
1,0,Peter Wurz,27,VfB Mödling,VfB Mödling vs. Austria Wien 1:1,1994-1995
1,1,Manfred Zsak,40,Austria Wien,VfB Mödling vs. Austria Wien 1:1,1994-1995
1,0,Arnold Wetl,30,Sturm Graz,Sturm Graz vs. Vorwärts Steyr 1:1,1994-1995
1,1,Thomas Gröbl,72,Vorwärts Steyr,Sturm Graz vs. Vorwärts Steyr 1:1,1994-1995
1,0,Souleyman Sané,54,FC Tirol Innsbruck,FC Tirol Innsbruck vs. FC Linz 3:0,1994-1995
2,0,Václav Daněk,55,FC Tirol Innsbruck,FC Tirol Innsbruck vs. FC Linz 3:0,1994-1995
3,0,Thomas Janeschitz,82,FC Tirol Innsbruck,FC Tirol Innsbruck vs. FC Linz 3:0,1994-1995
NA,NA,NA,NA,NA,Linzer ASK vs. SV Austria Salzburg 0:0,1994-1995
0,1,Hans Kogler,24,Admira/Wacker,Rapid Wien vs. Admira/Wacker 2:2,1994-1995
1,1,Andreas Heraf,26,Rapid Wien,Rapid Wien vs. Admira/Wacker 2:2,1994-1995
1,2,Michael Binder,56,Admira/Wacker,Rapid Wien vs. Admira/Wacker 2:2,1994-1995
2,2,Dietmar Kühbauer,85,Rapid Wien,Rapid Wien vs. Admira/Wacker 2:2,1994-1995
0,1,Bruno Friesenbichler,31,Sturm Graz,Admira/Wacker vs. Sturm Graz 1:2,1994-1995
1,1,Hans Kogler,54,Admira/Wacker,Admira/Wacker vs. Sturm Graz 1:2,1994-1995
1,2,Gilbert Prilasnig,71,Sturm Graz,Admira/Wacker vs. Sturm Graz 1:2,1994-1995
1,0,Mohamed Azima,45,Vorwärts Steyr,Vorwärts Steyr vs. VfB Mödling 2:0,1994-1995
2,0,Peter Barac,81,Vorwärts Steyr,Vorwärts Steyr vs. VfB Mödling 2:0,1994-1995
NA,NA,NA,NA,NA,Austria Wien vs. FC Tirol Innsbruck 0:0,1994-1995
0,1,Herfried Sabitzer,25,Linzer ASK,FC Linz vs. Linzer ASK 1:1,1994-1995
1,1,Christian Stumpf,53,FC Linz,FC Linz vs. Linzer ASK 1:1,1994-1995
1,0,Mladen Mladenović,15,SV Austria Salzburg,SV Austria Salzburg vs. Rapid Wien 3:0,1994-1995
2,0,Mladen Mladenović,30,SV Austria Salzburg,SV Austria Salzburg vs. Rapid Wien 3:0,1994-1995
3,0,Ralph Hasenhüttl,88,SV Austria Salzburg,SV Austria Salzburg vs. Rapid Wien 3:0,1994-1995
0,1,Gernot Krinner,70,Vorwärts Steyr,FC Tirol Innsbruck vs. Vorwärts Steyr 0:1,1994-1995
1,0,Bruno Friesenbichler,18,Sturm Graz,Sturm Graz vs. VfB Mödling 3:0,1994-1995
2,0,Marchanno Schultz,48,Sturm Graz,Sturm Graz vs. VfB Mödling 3:0,1994-1995
3,0,Herbert Grassler,56,Sturm Graz,Sturm Graz vs. VfB Mödling 3:0,1994-1995
NA,NA,NA,NA,NA,Rapid Wien vs. FC Linz 0:0,1994-1995
1,0,Thomas Zingler,62,Admira/Wacker,Admira/Wacker vs. SV Austria Salzburg 1:1,1994-1995
1,1,Wolfgang Feiersinger,80,SV Austria Salzburg,Admira/Wacker vs. SV Austria Salzburg 1:1,1994-1995
1,0,Herfried Sabitzer,74,Linzer ASK,Linzer ASK vs. Austria Wien 1:1,1994-1995
1,1,Walter Kogler,80,Austria Wien,Linzer ASK vs. Austria Wien 1:1,1994-1995
0,1,Christian Mayrleb,5,Admira/Wacker,FC Linz vs. Admira/Wacker 2:1,1994-1995
1,1,Jürgen Werner,45,FC Linz,FC Linz vs. Admira/Wacker 2:1,1994-1995
2,1,Ivica Duspara,65,FC Linz,FC Linz vs. Admira/Wacker 2:1,1994-1995
0,1,Maciej Śliwowski,2,Rapid Wien,Austria Wien vs. Rapid Wien 1:1,1994-1995
1,1,Mons Ivar Mjelde,22,Austria Wien,Austria Wien vs. Rapid Wien 1:1,1994-1995
0,1,Gilbert Prilasnig,43,Sturm Graz,SV Austria Salzburg vs. Sturm Graz 1:1,1994-1995
1,1,Heimo Pfeifenberger,53,SV Austria Salzburg,SV Austria Salzburg vs. Sturm Graz 1:1,1994-1995
0,1,Herfried Sabitzer,25,Linzer ASK,Vorwärts Steyr vs. Linzer ASK 0:3,1994-1995
0,2,Thomas Weissenberger,38,Linzer ASK,Vorwärts Steyr vs. Linzer ASK 0:3,1994-1995
0,3,Herfried Sabitzer,86,Linzer ASK,Vorwärts Steyr vs. Linzer ASK 0:3,1994-1995
1,0,Michael Zisser,9,VfB Mödling,VfB Mödling vs. FC Tirol Innsbruck 2:3,1994-1995
1,1,Michael Streiter,18,FC Tirol Innsbruck,VfB Mödling vs. FC Tirol Innsbruck 2:3,1994-1995
1,2,Michael Streiter,41,FC Tirol Innsbruck,VfB Mödling vs. FC Tirol Innsbruck 2:3,1994-1995
2,2,Michael Gruber,43,VfB Mödling,VfB Mödling vs. FC Tirol Innsbruck 2:3,1994-1995
2,3,Harald Cerny,82,FC Tirol Innsbruck,VfB Mödling vs. FC Tirol Innsbruck 2:3,1994-1995
NA,NA,NA,NA,NA,Sturm Graz vs. FC Tirol Innsbruck 0:0,1994-1995
1,0,Michael Hatz,21,Rapid Wien,Rapid Wien vs. Vorwärts Steyr 3:1,1994-1995
1,1,Željko Vuković,63,Vorwärts Steyr,Rapid Wien vs. Vorwärts Steyr 3:1,1994-1995
2,1,Maciej Śliwowski,72,Rapid Wien,Rapid Wien vs. Vorwärts Steyr 3:1,1994-1995
3,1,Marcus Pürk,79,Rapid Wien,Rapid Wien vs. Vorwärts Steyr 3:1,1994-1995
0,1,Günter Zeller,11,FC Linz,SV Austria Salzburg vs. FC Linz 4:1,1994-1995
1,1,Ralph Hasenhüttl,13,SV Austria Salzburg,SV Austria Salzburg vs. FC Linz 4:1,1994-1995
2,1,Heimo Pfeifenberger,43,SV Austria Salzburg,SV Austria Salzburg vs. FC Linz 4:1,1994-1995
3,1,Tomica Kocijan,75,SV Austria Salzburg,SV Austria Salzburg vs. FC Linz 4:1,1994-1995
4,1,Mladen Mladenović,77,SV Austria Salzburg,SV Austria Salzburg vs. FC Linz 4:1,1994-1995
NA,NA,NA,NA,NA,Admira/Wacker vs. Austria Wien 0:0,1994-1995
0,1,Karl Brauneder,10,VfB Mödling,Linzer ASK vs. VfB Mödling 2:2,1994-1995
0,2,Ernst Mader,12,VfB Mödling,Linzer ASK vs. VfB Mödling 2:2,1994-1995
1,2,Sasha Metlitskiy,48,Linzer ASK,Linzer ASK vs. VfB Mödling 2:2,1994-1995
2,2,Manfred Linzmaier,52,Linzer ASK,Linzer ASK vs. VfB Mödling 2:2,1994-1995
0,1,Andreas Schiener,15,Admira/Wacker,Vorwärts Steyr vs. Admira/Wacker 2:2,1994-1995
0,2,Christian Mayrleb,18,Admira/Wacker,Vorwärts Steyr vs. Admira/Wacker 2:2,1994-1995
1,2,Daniel Madlener,20,Vorwärts Steyr,Vorwärts Steyr vs. Admira/Wacker 2:2,1994-1995
2,2,Richard Naawuh,45,Vorwärts Steyr,Vorwärts Steyr vs. Admira/Wacker 2:2,1994-1995
0,1,Maciej Śliwowski,45,Rapid Wien,VfB Mödling vs. Rapid Wien 1:2,1994-1995
1,1,Grzegorz Waliczek,57,VfB Mödling,VfB Mödling vs. Rapid Wien 1:2,1994-1995
1,2,Gerald Obrecht,86,Rapid Wien,VfB Mödling vs. Rapid Wien 1:2,1994-1995
1,0,Christian Stumpf,13,FC Linz,FC Linz vs. Sturm Graz 1:1,1994-1995
1,1,Mario Haas,80,Sturm Graz,FC Linz vs. Sturm Graz 1:1,1994-1995
1,0,Mons Ivar Mjelde,32,Austria Wien,Austria Wien vs. SV Austria Salzburg 3:1,1994-1995
2,0,Andreas Ogris,65,Austria Wien,Austria Wien vs. SV Austria Salzburg 3:1,1994-1995
3,0,Andrzej Kubica,77,Austria Wien,Austria Wien vs. SV Austria Salzburg 3:1,1994-1995
3,1,Heimo Pfeifenberger,90,SV Austria Salzburg,Austria Wien vs. SV Austria Salzburg 3:1,1994-1995
1,0,Souleyman Sané,45,FC Tirol Innsbruck,FC Tirol Innsbruck vs. Linzer ASK 1:0,1994-1995
0,1,Thomas Flögel,4,Austria Wien,FC Linz vs. Austria Wien 2:2,1994-1995
0,2,Mons Ivar Mjelde,45,Austria Wien,FC Linz vs. Austria Wien 2:2,1994-1995
1,2,Christian Stumpf,75,FC Linz,FC Linz vs. Austria Wien 2:2,1994-1995
2,2,Christian Stumpf,82,FC Linz,FC Linz vs. Austria Wien 2:2,1994-1995
1,0,Gerald Obrecht,43,Rapid Wien,Rapid Wien vs. FC Tirol Innsbruck 3:1,1994-1995
2,0,Marcus Pürk,52,Rapid Wien,Rapid Wien vs. FC Tirol Innsbruck 3:1,1994-1995
3,0,Kurt Garger,56,Rapid Wien,Rapid Wien vs. FC Tirol Innsbruck 3:1,1994-1995
3,1,Souleyman Sané,63,FC Tirol Innsbruck,Rapid Wien vs. FC Tirol Innsbruck 3:1,1994-1995
1,0,Mario Haas,83,Sturm Graz,Sturm Graz vs. Linzer ASK 1:0,1994-1995
1,0,Heimo Pfeifenberger,8,SV Austria Salzburg,SV Austria Salzburg vs. Vorwärts Steyr 2:2,1994-1995
2,0,Ralph Hasenhüttl,18,SV Austria Salzburg,SV Austria Salzburg vs. Vorwärts Steyr 2:2,1994-1995
2,1,Gernot Krinner,73,Vorwärts Steyr,SV Austria Salzburg vs. Vorwärts Steyr 2:2,1994-1995
2,2,Gernot Krinner,75,Vorwärts Steyr,SV Austria Salzburg vs. Vorwärts Steyr 2:2,1994-1995
1,0,Andreas Schiener,3,Admira/Wacker,Admira/Wacker vs. VfB Mödling 3:1,1994-1995
2,0,Herbert Gager,30,Admira/Wacker,Admira/Wacker vs. VfB Mödling 3:1,1994-1995
2,1,Michael Helm,87,VfB Mödling,Admira/Wacker vs. VfB Mödling 3:1,1994-1995
3,1,Markus Scharrer,90,Admira/Wacker,Admira/Wacker vs. VfB Mödling 3:1,1994-1995
1,0,Richard Naawuh,63,Vorwärts Steyr,Vorwärts Steyr vs. FC Linz 3:0,1994-1995
2,0,Gernot Krinner,75,Vorwärts Steyr,Vorwärts Steyr vs. FC Linz 3:0,1994-1995
3,0,Richard Naawuh,78,Vorwärts Steyr,Vorwärts Steyr vs. FC Linz 3:0,1994-1995
1,0,Souleyman Sané,55,FC Tirol Innsbruck,FC Tirol Innsbruck vs. Admira/Wacker 5:1,1994-1995
2,0,Souleyman Sané,64,FC Tirol Innsbruck,FC Tirol Innsbruck vs. Admira/Wacker 5:1,1994-1995
2,1,Herbert Gager,66,Admira/Wacker,FC Tirol Innsbruck vs. Admira/Wacker 5:1,1994-1995
3,1,Souleyman Sané,77,FC Tirol Innsbruck,FC Tirol Innsbruck vs. Admira/Wacker 5:1,1994-1995
4,1,Harald Cerny,79,FC Tirol Innsbruck,FC Tirol Innsbruck vs. Admira/Wacker 5:1,1994-1995
5,1,Peter Stöger,86,FC Tirol Innsbruck,FC Tirol Innsbruck vs. Admira/Wacker 5:1,1994-1995
1,0,Dieter Ramusch,8,Linzer ASK,Linzer ASK vs. Rapid Wien 1:3,1994-1995
1,1,Marcus Pürk,48,Rapid Wien,Linzer ASK vs. Rapid Wien 1:3,1994-1995
1,2,Michael Hatz,62,Rapid Wien,Linzer ASK vs. Rapid Wien 1:3,1994-1995
1,3,Sergey Mandreko,84,Rapid Wien,Linzer ASK vs. Rapid Wien 1:3,1994-1995
NA,NA,NA,NA,NA,VfB Mödling vs. SV Austria Salzburg 0:0,1994-1995
1,0,Andreas Ogris,45,Austria Wien,Austria Wien vs. Sturm Graz 3:2,1994-1995
2,0,Andreas Ogris,49,Austria Wien,Austria Wien vs. Sturm Graz 3:2,1994-1995
2,1,Arnold Wetl,66,Sturm Graz,Austria Wien vs. Sturm Graz 3:2,1994-1995
2,2,Alfred Hörtnagl,73,Sturm Graz,Austria Wien vs. Sturm Graz 3:2,1994-1995
3,2,Goran Djuricin,85,Austria Wien,Austria Wien vs. Sturm Graz 3:2,1994-1995
1,0,Christian Stumpf,68,FC Linz,FC Linz vs. VfB Mödling 3:1,1994-1995
2,0,Christian Stumpf,73,FC Linz,FC Linz vs. VfB Mödling 3:1,1994-1995
2,1,Grzegorz Waliczek,74,VfB Mödling,FC Linz vs. VfB Mödling 3:1,1994-1995
3,1,Christian Stumpf,87,FC Linz,FC Linz vs. VfB Mödling 3:1,1994-1995
1,0,Adi Hütter,3,SV Austria Salzburg,SV Austria Salzburg vs. FC Tirol Innsbruck 1:1,1994-1995
1,1,Souleyman Sané,62,FC Tirol Innsbruck,SV Austria Salzburg vs. FC Tirol Innsbruck 1:1,1994-1995
0,1,Sasha Metlitskiy,13,Linzer ASK,Admira/Wacker vs. Linzer ASK 1:1,1994-1995
1,1,Christian Mayrleb,20,Admira/Wacker,Admira/Wacker vs. Linzer ASK 1:1,1994-1995
1,0,Mons Ivar Mjelde,74,Austria Wien,Austria Wien vs. Vorwärts Steyr 1:0,1994-1995
1,0,Marcus Pürk,47,Rapid Wien,Rapid Wien vs. Sturm Graz 2:3,1994-1995
1,1,Bruno Friesenbichler,53,Sturm Graz,Rapid Wien vs. Sturm Graz 2:3,1994-1995
1,2,Mario Haas,62,Sturm Graz,Rapid Wien vs. Sturm Graz 2:3,1994-1995
