GH,GA,scorer,time,scoring,game,season
1,1,Stanislav Vlček,51,RSC Anderlecht,KV Kortrijk vs. RSC Anderlecht 1:3,2008-2009
1,2,Roland Juhász,62,RSC Anderlecht,KV Kortrijk vs. RSC Anderlecht 1:3,2008-2009
1,3,Moubarak Boussoufa,90,RSC Anderlecht,KV Kortrijk vs. RSC Anderlecht 1:3,2008-2009
0,1,David Destorme,61,FCV Dender EH,Excelsior Mouscron vs. FCV Dender EH 0:2,2008-2009
0,2,Admir Aganović,66,FCV Dender EH,Excelsior Mouscron vs. FCV Dender EH 0:2,2008-2009
0,1,Romeo Van Dessel,61,KV Mechelen,SV Zulte Waregem vs. KV Mechelen 1:1,2008-2009
1,1,Mbaye Leye,67,SV Zulte Waregem,SV Zulte Waregem vs. KV Mechelen 1:1,2008-2009
0,1,Miloš Marić,12,KAA Gent,Sporting Charleroi vs. KAA Gent 2:5,2008-2009
0,2,Stef Wils,22,KAA Gent,Sporting Charleroi vs. KAA Gent 2:5,2008-2009
1,2,Geoffrey Mujangi Bia,33,Sporting Charleroi,Sporting Charleroi vs. KAA Gent 2:5,2008-2009
1,3,Zlatan Ljubijankić,59,KAA Gent,Sporting Charleroi vs. KAA Gent 2:5,2008-2009
1,4,Adnan Čustović,64,KAA Gent,Sporting Charleroi vs. KAA Gent 2:5,2008-2009
1,5,Tim Smolders,87,KAA Gent,Sporting Charleroi vs. KAA Gent 2:5,2008-2009
2,5,Cyril Théréau,89,Sporting Charleroi,Sporting Charleroi vs. KAA Gent 2:5,2008-2009
1,0,Omer Golan,18,Sporting Lokeren,Sporting Lokeren vs. KRC Genk 1:2,2008-2009
1,1,Tom De Mul,66,KRC Genk,Sporting Lokeren vs. KRC Genk 1:2,2008-2009
1,2,Adam Nemec,90,KRC Genk,Sporting Lokeren vs. KRC Genk 1:2,2008-2009
0,1,Milan Jovanović,64,Standard Liège,KV Kortrijk vs. Standard Liège 0:2,2008-2009
0,2,Wilfried Dalmat,84,Standard Liège,KV Kortrijk vs. Standard Liège 0:2,2008-2009
0,1,Koen Persoons,17,KV Mechelen,AFC Tubize vs. KV Mechelen 1:5,2008-2009
0,2,Björn Vleminckx,18,KV Mechelen,AFC Tubize vs. KV Mechelen 1:5,2008-2009
0,3,Julien Gorius,24,KV Mechelen,AFC Tubize vs. KV Mechelen 1:5,2008-2009
1,3,Jérémy Perbet,35,AFC Tubize,AFC Tubize vs. KV Mechelen 1:5,2008-2009
1,4,Wouter Vrancken,53,KV Mechelen,AFC Tubize vs. KV Mechelen 1:5,2008-2009
1,5,Giuseppe Rossini,89,KV Mechelen,AFC Tubize vs. KV Mechelen 1:5,2008-2009
0,1,Daniel Chávez,88,Club Brugge KV,FCV Dender EH vs. Club Brugge KV 0:2,2008-2009
0,2,Daniel Chávez,90,Club Brugge KV,FCV Dender EH vs. Club Brugge KV 0:2,2008-2009
0,1,Bart Goor,6,Germinal Beerschot,KSV Roeselare vs. Germinal Beerschot 2:2,2008-2009
1,1,Sherjill MacDonald,12,KSV Roeselare,KSV Roeselare vs. Germinal Beerschot 2:2,2008-2009
2,1,Vincent Provoost,29,KSV Roeselare,KSV Roeselare vs. Germinal Beerschot 2:2,2008-2009
2,2,Sanharib Malki,40,Germinal Beerschot,KSV Roeselare vs. Germinal Beerschot 2:2,2008-2009
0,1,Nfor Webnje,23,SV Zulte Waregem,KRC Genk vs. SV Zulte Waregem 1:2,2008-2009
0,2,Franck Berrier,37,SV Zulte Waregem,KRC Genk vs. SV Zulte Waregem 1:2,2008-2009
1,2,João Carlos,48,KRC Genk,KRC Genk vs. SV Zulte Waregem 1:2,2008-2009
1,0,Tom De Sutter,0,RSC Anderlecht,RSC Anderlecht vs. RAEC Mons 3:2,2008-2009
1,1,Moussa Gueye,15,RAEC Mons,RSC Anderlecht vs. RAEC Mons 3:2,2008-2009
1,2,Cédric Collet,31,RAEC Mons,RSC Anderlecht vs. RAEC Mons 3:2,2008-2009
2,2,Víctor Bernárdez,45,RSC Anderlecht,RSC Anderlecht vs. RAEC Mons 3:2,2008-2009
3,2,Roland Juhász,81,RSC Anderlecht,RSC Anderlecht vs. RAEC Mons 3:2,2008-2009
1,0,Zlatan Ljubijankić,41,KAA Gent,KAA Gent vs. Excelsior Mouscron 2:0,2008-2009
2,0,Randall Azofeifa,89,KAA Gent,KAA Gent vs. Excelsior Mouscron 2:0,2008-2009
1,0,Lukáš Zelenka,48,KVC Westerlo,KVC Westerlo vs. Sporting Lokeren 1:0,2008-2009
0,1,Mahamadou Habibou,21,Sporting Charleroi,Cercle Brugge vs. Sporting Charleroi 2:2,2008-2009
1,1,Oleg Iachtchouk,39,Cercle Brugge,Cercle Brugge vs. Sporting Charleroi 2:2,2008-2009
2,1,Damien Miceli,74,Cercle Brugge,Cercle Brugge vs. Sporting Charleroi 2:2,2008-2009
2,2,Ilombe M'Boyo,84,Sporting Charleroi,Cercle Brugge vs. Sporting Charleroi 2:2,2008-2009
1,0,Đorđe Svetličić,66,Germinal Beerschot,Germinal Beerschot vs. Cercle Brugge 1:1,2008-2009
1,1,Oleg Iachtchouk,72,Cercle Brugge,Germinal Beerschot vs. Cercle Brugge 1:1,2008-2009
1,0,Igor de Camargo,35,Standard Liège,Standard Liège vs. AFC Tubize 4:0,2008-2009
2,0,Steven Defour,39,Standard Liège,Standard Liège vs. AFC Tubize 4:0,2008-2009
3,0,Christian Benteke,61,Standard Liège,Standard Liège vs. AFC Tubize 4:0,2008-2009
4,0,Hiraç Yagan,87,Standard Liège,Standard Liège vs. AFC Tubize 4:0,2008-2009
0,1,Sherjill MacDonald,1,KSV Roeselare,Sporting Lokeren vs. KSV Roeselare 2:1,2008-2009
1,1,Dawid Janczyk,76,Sporting Lokeren,Sporting Lokeren vs. KSV Roeselare 2:1,2008-2009
2,1,Aboubacar Camara,90,Sporting Lokeren,Sporting Lokeren vs. KSV Roeselare 2:1,2008-2009
1,0,Björn Vleminckx,9,KV Mechelen,KV Mechelen vs. KAA Gent 3:3,2008-2009
1,1,Adnan Čustović,16,KAA Gent,KV Mechelen vs. KAA Gent 3:3,2008-2009
1,2,Zlatan Ljubijankić,37,KAA Gent,KV Mechelen vs. KAA Gent 3:3,2008-2009
2,2,Björn Vleminckx,49,KV Mechelen,KV Mechelen vs. KAA Gent 3:3,2008-2009
3,2,Joachim Mununga,54,KV Mechelen,KV Mechelen vs. KAA Gent 3:3,2008-2009
3,3,Mbaye Leye,57,KAA Gent,KV Mechelen vs. KAA Gent 3:3,2008-2009
0,1,Elimane Coulibaly,86,KV Kortrijk,RAEC Mons vs. KV Kortrijk 1:1,2008-2009
1,1,Frédéric Jay,87,RAEC Mons,RAEC Mons vs. KV Kortrijk 1:1,2008-2009
NA,NA,NA,NA,NA,Excelsior Mouscron vs. KVC Westerlo 0:0,2008-2009
1,0,Cris Makiese,68,SV Zulte Waregem,SV Zulte Waregem vs. FCV Dender EH 1:0,2008-2009
0,1,Roland Juhász,48,RSC Anderlecht,Sporting Charleroi vs. RSC Anderlecht 0:1,2008-2009
0,1,Stein Huysegems,13,KRC Genk,Club Brugge KV vs. KRC Genk 0:2,2008-2009
0,2,Jelle Vossen,49,KRC Genk,Club Brugge KV vs. KRC Genk 0:2,2008-2009
0,1,Idir Ouali,16,Excelsior Mouscron,KRC Genk vs. Excelsior Mouscron 1:1,2008-2009
1,1,Adam Nemec,28,KRC Genk,KRC Genk vs. Excelsior Mouscron 1:1,2008-2009
0,1,Mahamadou Habibou,24,Sporting Charleroi,KV Kortrijk vs. Sporting Charleroi 1:1,2008-2009
1,1,Cheikhou Kouyaté,78,KV Kortrijk,KV Kortrijk vs. Sporting Charleroi 1:1,2008-2009
0,1,Kevin Roelandts,15,SV Zulte Waregem,AFC Tubize vs. SV Zulte Waregem 0:6,2008-2009
0,2,Thomas Matton,35,SV Zulte Waregem,AFC Tubize vs. SV Zulte Waregem 0:6,2008-2009
0,3,Kevin Roelandts,51,SV Zulte Waregem,AFC Tubize vs. SV Zulte Waregem 0:6,2008-2009
0,4,Thomas Matton,63,SV Zulte Waregem,AFC Tubize vs. SV Zulte Waregem 0:6,2008-2009
0,5,Nfor Webnje,80,SV Zulte Waregem,AFC Tubize vs. SV Zulte Waregem 0:6,2008-2009
0,6,Cris Makiese,88,SV Zulte Waregem,AFC Tubize vs. SV Zulte Waregem 0:6,2008-2009
NA,NA,NA,NA,NA,Cercle Brugge vs. Sporting Lokeren 0:0,2008-2009
1,0,Mbaye Leye,66,KAA Gent,KAA Gent vs. Germinal Beerschot 1:3,2008-2009
1,1,Wim De Decker,76,Germinal Beerschot,KAA Gent vs. Germinal Beerschot 1:3,2008-2009
1,2,Didier Dheedene,78,Germinal Beerschot,KAA Gent vs. Germinal Beerschot 1:3,2008-2009
1,3,Kevin Vandenbergh,90,Germinal Beerschot,KAA Gent vs. Germinal Beerschot 1:3,2008-2009
1,0,Ivan Perišić,58,KSV Roeselare,KSV Roeselare vs. RAEC Mons 3:2,2008-2009
1,1,Mustapha Jarju,61,RAEC Mons,KSV Roeselare vs. RAEC Mons 3:2,2008-2009
1,2,Alessandro Cordaro,65,RAEC Mons,KSV Roeselare vs. RAEC Mons 3:2,2008-2009
2,2,Mladen Lazarević,85,KSV Roeselare,KSV Roeselare vs. RAEC Mons 3:2,2008-2009
3,2,Ivan Perišić,87,KSV Roeselare,KSV Roeselare vs. RAEC Mons 3:2,2008-2009
0,1,Wouter Vrancken,16,KV Mechelen,FCV Dender EH vs. KV Mechelen 1:2,2008-2009
0,2,Giuseppe Rossini,42,KV Mechelen,FCV Dender EH vs. KV Mechelen 1:2,2008-2009
1,2,David Destorme,52,FCV Dender EH,FCV Dender EH vs. KV Mechelen 1:2,2008-2009
0,1,Joseph Akpala,41,Club Brugge KV,KVC Westerlo vs. Club Brugge KV 1:1,2008-2009
1,1,Obiora Odita,73,KVC Westerlo,KVC Westerlo vs. Club Brugge KV 1:1,2008-2009
0,1,Wilfried Dalmat,10,Standard Liège,RSC Anderlecht vs. Standard Liège 4:2,2008-2009
1,1,Moubarak Boussoufa,45,RSC Anderlecht,RSC Anderlecht vs. Standard Liège 4:2,2008-2009
1,2,Dieumerci Mbokani,50,Standard Liège,RSC Anderlecht vs. Standard Liège 4:2,2008-2009
2,2,Moubarak Boussoufa,61,RSC Anderlecht,RSC Anderlecht vs. Standard Liège 4:2,2008-2009
3,2,Marcin Wasilewski,69,RSC Anderlecht,RSC Anderlecht vs. Standard Liège 4:2,2008-2009
4,2,Tom De Sutter,76,RSC Anderlecht,RSC Anderlecht vs. Standard Liège 4:2,2008-2009
1,0,Julien Gorius,12,KV Mechelen,KV Mechelen vs. KRC Genk 2:1,2008-2009
1,1,João Carlos,50,KRC Genk,KV Mechelen vs. KRC Genk 2:1,2008-2009
2,1,Giuseppe Rossini,83,KV Mechelen,KV Mechelen vs. KRC Genk 2:1,2008-2009
1,0,Jeroen Simaeys,35,Club Brugge KV,Club Brugge KV vs. KSV Roeselare 2:1,2008-2009
2,0,Ronald Vargas,48,Club Brugge KV,Club Brugge KV vs. KSV Roeselare 2:1,2008-2009
2,1,Ivan Perišić,77,KSV Roeselare,Club Brugge KV vs. KSV Roeselare 2:1,2008-2009
1,0,Kevin Roelandts,22,SV Zulte Waregem,SV Zulte Waregem vs. KVC Westerlo 1:1,2008-2009
1,1,Obiora Odita,29,KVC Westerlo,SV Zulte Waregem vs. KVC Westerlo 1:1,2008-2009
1,0,Sulejman Smajić,13,FCV Dender EH,FCV Dender EH vs. AFC Tubize 4:0,2008-2009
2,0,Admir Aganović,40,FCV Dender EH,FCV Dender EH vs. AFC Tubize 4:0,2008-2009
3,0,Sulejman Smajić,73,FCV Dender EH,FCV Dender EH vs. AFC Tubize 4:0,2008-2009
4,0,Daan de Pever,90,FCV Dender EH,FCV Dender EH vs. AFC Tubize 4:0,2008-2009
1,0,Faris Haroun,19,Germinal Beerschot,Germinal Beerschot vs. KV Kortrijk 3:0,2008-2009
2,0,Ivan Leko,45,Germinal Beerschot,Germinal Beerschot vs. KV Kortrijk 3:0,2008-2009
3,0,Faris Haroun,60,Germinal Beerschot,Germinal Beerschot vs. KV Kortrijk 3:0,2008-2009
1,0,Ilombe M'Boyo,27,Sporting Charleroi,Sporting Charleroi vs. RAEC Mons 3:0,2008-2009
2,0,Majid Oulmers,33,Sporting Charleroi,Sporting Charleroi vs. RAEC Mons 3:0,2008-2009
3,0,Ilombe M'Boyo,68,Sporting Charleroi,Sporting Charleroi vs. RAEC Mons 3:0,2008-2009
1,0,Gonzague Vandooren,48,Excelsior Mouscron,Excelsior Mouscron vs. RSC Anderlecht 1:1,2008-2009
1,1,Thomas Chatelle,68,RSC Anderlecht,Excelsior Mouscron vs. RSC Anderlecht 1:1,2008-2009
0,1,Roberto Rosales,79,KAA Gent,Sporting Lokeren vs. KAA Gent 0:1,2008-2009
1,0,Igor de Camargo,5,Standard Liège,Standard Liège vs. Cercle Brugge 4:0,2008-2009
2,0,Dieumerci Mbokani,10,Standard Liège,Standard Liège vs. Cercle Brugge 4:0,2008-2009
3,0,Dieumerci Mbokani,51,Standard Liège,Standard Liège vs. Cercle Brugge 4:0,2008-2009
4,0,Réginal Goreux,55,Standard Liège,Standard Liège vs. Cercle Brugge 4:0,2008-2009
0,1,Axel Witsel,90,Standard Liège,RAEC Mons vs. Standard Liège 0:1,2008-2009
1,0,Willian Xavier,56,KV Kortrijk,KV Kortrijk vs. Sporting Lokeren 2:3,2008-2009
1,1,Dawid Janczyk,71,Sporting Lokeren,KV Kortrijk vs. Sporting Lokeren 2:3,2008-2009
1,2,Yoav Ziv,77,Sporting Lokeren,KV Kortrijk vs. Sporting Lokeren 2:3,2008-2009
2,2,Willian Xavier,83,KV Kortrijk,KV Kortrijk vs. Sporting Lokeren 2:3,2008-2009
2,3,Aboubacar Camara,85,Sporting Lokeren,KV Kortrijk vs. Sporting Lokeren 2:3,2008-2009
1,0,Tom De Sutter,7,RSC Anderlecht,RSC Anderlecht vs. SV Zulte Waregem 2:0,2008-2009
2,0,Marcin Wasilewski,28,RSC Anderlecht,RSC Anderlecht vs. SV Zulte Waregem 2:0,2008-2009
NA,NA,NA,NA,NA,Sporting Charleroi vs. Germinal Beerschot 0:0,2008-2009
1,0,Kenny Thompson,3,KAA Gent,KAA Gent vs. AFC Tubize 2:0,2008-2009
2,0,Bryan Ruiz,36,KAA Gent,KAA Gent vs. AFC Tubize 2:0,2008-2009
1,0,Ivan Perišić,19,KSV Roeselare,KSV Roeselare vs. Excelsior Mouscron 2:0,2008-2009
2,0,Mahamadou Dissa,78,KSV Roeselare,KSV Roeselare vs. Excelsior Mouscron 2:0,2008-2009
1,0,Tom De Mul,43,KRC Genk,KRC Genk vs. FCV Dender EH 4:3,2008-2009
2,0,Tom De Mul,51,KRC Genk,KRC Genk vs. FCV Dender EH 4:3,2008-2009
3,0,Jelle Vossen,66,KRC Genk,KRC Genk vs. FCV Dender EH 4:3,2008-2009
3,1,Admir Aganović,68,FCV Dender EH,KRC Genk vs. FCV Dender EH 4:3,2008-2009
3,2,Ervin Zukanović,82,FCV Dender EH,KRC Genk vs. FCV Dender EH 4:3,2008-2009
4,2,João Carlos,86,KRC Genk,KRC Genk vs. FCV Dender EH 4:3,2008-2009
4,3,David Destorme,88,FCV Dender EH,KRC Genk vs. FCV Dender EH 4:3,2008-2009
0,1,Julien Gorius,34,KV Mechelen,KVC Westerlo vs. KV Mechelen 0:1,2008-2009
0,1,Wesley Sonck,23,Club Brugge KV,Cercle Brugge vs. Club Brugge KV 1:3,2008-2009
0,2,Wesley Sonck,24,Club Brugge KV,Cercle Brugge vs. Club Brugge KV 1:3,2008-2009
0,3,Joseph Akpala,50,Club Brugge KV,Cercle Brugge vs. Club Brugge KV 1:3,2008-2009
1,3,Honour Gombami,73,Cercle Brugge,Cercle Brugge vs. Club Brugge KV 1:3,2008-2009
1,0,Björn Vleminckx,47,KV Mechelen,KV Mechelen vs. RSC Anderlecht 2:1,2008-2009
2,0,Giuseppe Rossini,64,KV Mechelen,KV Mechelen vs. RSC Anderlecht 2:1,2008-2009
2,1,Tom De Sutter,76,RSC Anderlecht,KV Mechelen vs. RSC Anderlecht 2:1,2008-2009
1,0,Chemcedine El Araïchi,70,Excelsior Mouscron,Excelsior Mouscron vs. KV Kortrijk 1:0,2008-2009
1,0,Norman Sylla,85,FCV Dender EH,FCV Dender EH vs. Cercle Brugge 1:0,2008-2009
1,0,Daniel Cruz,75,Germinal Beerschot,Germinal Beerschot vs. RAEC Mons 2:0,2008-2009
2,0,Paul Kpaka,83,Germinal Beerschot,Germinal Beerschot vs. RAEC Mons 2:0,2008-2009
NA,NA,NA,NA,NA,Sporting Lokeren vs. Sporting Charleroi 0:0,2008-2009
1,0,Alan Haydock,25,AFC Tubize,AFC Tubize vs. KVC Westerlo 1:2,2008-2009
1,1,Jaime Ruíz,87,KVC Westerlo,AFC Tubize vs. KVC Westerlo 1:2,2008-2009
1,2,Jaime Ruíz,88,KVC Westerlo,AFC Tubize vs. KVC Westerlo 1:2,2008-2009
NA,NA,NA,NA,NA,SV Zulte Waregem vs. KSV Roeselare 0:0,2008-2009
0,1,Miloš Marić,2,KAA Gent,Club Brugge KV vs. KAA Gent 1:4,2008-2009
1,1,Joseph Akpala,12,Club Brugge KV,Club Brugge KV vs. KAA Gent 1:4,2008-2009
1,2,Zlatan Ljubijankić,14,KAA Gent,Club Brugge KV vs. KAA Gent 1:4,2008-2009
1,3,Zlatan Ljubijankić,31,KAA Gent,Club Brugge KV vs. KAA Gent 1:4,2008-2009
1,4,Bryan Ruiz,35,KAA Gent,Club Brugge KV vs. KAA Gent 1:4,2008-2009
1,0,Axel Witsel,46,Standard Liège,Standard Liège vs. KRC Genk 2:0,2008-2009
2,0,Igor de Camargo,86,Standard Liège,Standard Liège vs. KRC Genk 2:0,2008-2009
0,1,Koen Daerden,11,Club Brugge KV,KV Kortrijk vs. Club Brugge KV 2:3,2008-2009
0,2,Joseph Akpala,20,Club Brugge KV,KV Kortrijk vs. Club Brugge KV 2:3,2008-2009
1,2,Jimmy Hempte,28,KV Kortrijk,KV Kortrijk vs. Club Brugge KV 2:3,2008-2009
2,2,Elimane Coulibaly,58,KV Kortrijk,KV Kortrijk vs. Club Brugge KV 2:3,2008-2009
2,3,Wesley Sonck,90,Club Brugge KV,KV Kortrijk vs. Club Brugge KV 2:3,2008-2009
0,1,Christophe Lepoint,18,Excelsior Mouscron,Cercle Brugge vs. Excelsior Mouscron 0:1,2008-2009
1,0,Elyaniv Barda,33,KRC Genk,KRC Genk vs. AFC Tubize 3:0,2008-2009
2,0,Balázs Tóth,36,KRC Genk,KRC Genk vs. AFC Tubize 3:0,2008-2009
3,0,Anele Ngcongca,45,KRC Genk,KRC Genk vs. AFC Tubize 3:0,2008-2009
1,0,Marcin Wasilewski,64,RSC Anderlecht,RSC Anderlecht vs. Germinal Beerschot 2:0,2008-2009
2,0,Matías Suárez,90,RSC Anderlecht,RSC Anderlecht vs. Germinal Beerschot 2:0,2008-2009
1,0,Jaime Ruíz,3,KVC Westerlo,KVC Westerlo vs. FCV Dender EH 3:1,2008-2009
1,1,Admir Aganović,32,FCV Dender EH,KVC Westerlo vs. FCV Dender EH 3:1,2008-2009
2,1,Jaime Ruíz,46,KVC Westerlo,KVC Westerlo vs. FCV Dender EH 3:1,2008-2009
3,1,Wouter Corstjens,66,KVC Westerlo,KVC Westerlo vs. FCV Dender EH 3:1,2008-2009
1,0,Joeri Dequevy,60,KSV Roeselare,KSV Roeselare vs. KV Mechelen 1:0,2008-2009
0,1,Yoav Ziv,57,Sporting Lokeren,RAEC Mons vs. Sporting Lokeren 0:2,2008-2009
0,2,Dawid Janczyk,78,Sporting Lokeren,RAEC Mons vs. Sporting Lokeren 0:2,2008-2009
1,0,Bryan Ruiz,57,KAA Gent,KAA Gent vs. SV Zulte Waregem 1:0,2008-2009
1,0,Majid Oulmers,40,Sporting Charleroi,Sporting Charleroi vs. Standard Liège 1:0,2008-2009
0,1,Honour Gombami,3,Cercle Brugge,SV Zulte Waregem vs. Cercle Brugge 3:1,2008-2009
1,1,Cris Makiese,53,SV Zulte Waregem,SV Zulte Waregem vs. Cercle Brugge 3:1,2008-2009
2,1,Thomas Matton,71,SV Zulte Waregem,SV Zulte Waregem vs. Cercle Brugge 3:1,2008-2009
3,1,Franck Berrier,73,SV Zulte Waregem,SV Zulte Waregem vs. Cercle Brugge 3:1,2008-2009
1,0,David Destorme,12,FCV Dender EH,FCV Dender EH vs. KAA Gent 1:1,2008-2009
1,1,Roy Myrie,36,KAA Gent,FCV Dender EH vs. KAA Gent 1:1,2008-2009
1,0,Joseph Akpala,29,Club Brugge KV,Club Brugge KV vs. Sporting Charleroi 2:1,2008-2009
1,1,Christophe Grégoire,54,Sporting Charleroi,Club Brugge KV vs. Sporting Charleroi 2:1,2008-2009
2,1,Jeroen Simaeys,90,Club Brugge KV,Club Brugge KV vs. Sporting Charleroi 2:1,2008-2009
0,1,Arturo ten Heuvel,20,KSV Roeselare,AFC Tubize vs. KSV Roeselare 0:1,2008-2009
1,0,Gonzague Vandooren,22,Excelsior Mouscron,Excelsior Mouscron vs. RAEC Mons 3:2,2008-2009
2,0,Idir Ouali,37,Excelsior Mouscron,Excelsior Mouscron vs. RAEC Mons 3:2,2008-2009
2,1,Mustapha Jarju,43,RAEC Mons,Excelsior Mouscron vs. RAEC Mons 3:2,2008-2009
3,1,Idir Ouali,72,Excelsior Mouscron,Excelsior Mouscron vs. RAEC Mons 3:2,2008-2009
3,2,Moussa Gueye,78,RAEC Mons,Excelsior Mouscron vs. RAEC Mons 3:2,2008-2009
0,1,Wouter Corstjens,31,KVC Westerlo,KRC Genk vs. KVC Westerlo 1:4,2008-2009
1,1,Stein Huysegems,35,KRC Genk,KRC Genk vs. KVC Westerlo 1:4,2008-2009
1,2,Jaime Ruíz,42,KVC Westerlo,KRC Genk vs. KVC Westerlo 1:4,2008-2009
1,3,Wouter Scheelen,67,KVC Westerlo,KRC Genk vs. KVC Westerlo 1:4,2008-2009
1,4,Jaime Ruíz,88,KVC Westerlo,KRC Genk vs. KVC Westerlo 1:4,2008-2009
0,1,Willian Xavier,47,KV Kortrijk,KV Mechelen vs. KV Kortrijk 1:1,2008-2009
1,1,Julien Gorius,68,KV Mechelen,KV Mechelen vs. KV Kortrijk 1:1,2008-2009
0,1,Kevin Vandenbergh,15,Germinal Beerschot,Standard Liège vs. Germinal Beerschot 3:1,2008-2009
1,1,Axel Witsel,22,Standard Liège,Standard Liège vs. Germinal Beerschot 3:1,2008-2009
2,1,Milan Jovanović,33,Standard Liège,Standard Liège vs. Germinal Beerschot 3:1,2008-2009
3,1,Dieumerci Mbokani,82,Standard Liège,Standard Liège vs. Germinal Beerschot 3:1,2008-2009
NA,NA,NA,NA,NA,Sporting Lokeren vs. RSC Anderlecht 0:0,2008-2009
1,0,Sherjill MacDonald,2,KSV Roeselare,KSV Roeselare vs. KRC Genk 1:0,2008-2009
1,0,Torben Joneleit,12,Sporting Charleroi,Sporting Charleroi vs. Excelsior Mouscron 1:0,2008-2009
0,1,Giuseppe Rossini,35,KV Mechelen,RAEC Mons vs. KV Mechelen 0:1,2008-2009
0,1,Jérémy Taravel,45,SV Zulte Waregem,Germinal Beerschot vs. SV Zulte Waregem 1:2,2008-2009
1,1,Jérémy Taravel,81,Germinal Beerschot,Germinal Beerschot vs. SV Zulte Waregem 1:2,2008-2009
1,2,Nfor Webnje,90,SV Zulte Waregem,Germinal Beerschot vs. SV Zulte Waregem 1:2,2008-2009
0,1,Admir Aganović,48,FCV Dender EH,KV Kortrijk vs. FCV Dender EH 1:2,2008-2009
1,1,Cédric Bétrémieux,90,KV Kortrijk,KV Kortrijk vs. FCV Dender EH 1:2,2008-2009
1,2,David Destorme,90,FCV Dender EH,KV Kortrijk vs. FCV Dender EH 1:2,2008-2009
1,0,Christian Benteke,6,Standard Liège,Standard Liège vs. Sporting Lokeren 1:0,2008-2009
1,0,Sergiy Serebrennikov,5,Cercle Brugge,Cercle Brugge vs. AFC Tubize 4:1,2008-2009
1,1,Valeriy Sorokin,53,AFC Tubize,Cercle Brugge vs. AFC Tubize 4:1,2008-2009
2,1,Frederik Boi,60,Cercle Brugge,Cercle Brugge vs. AFC Tubize 4:1,2008-2009
3,1,Frederik Boi,66,Cercle Brugge,Cercle Brugge vs. AFC Tubize 4:1,2008-2009
4,1,Honour Gombami,75,Cercle Brugge,Cercle Brugge vs. AFC Tubize 4:1,2008-2009
1,0,Miloš Marić,15,KAA Gent,KAA Gent vs. KVC Westerlo 2:0,2008-2009
2,0,Bryan Ruiz,22,KAA Gent,KAA Gent vs. KVC Westerlo 2:0,2008-2009
1,0,Moubarak Boussoufa,23,RSC Anderlecht,RSC Anderlecht vs. Club Brugge KV 1:0,2008-2009
1,0,Anele Ngcongca,10,KRC Genk,KRC Genk vs. KAA Gent 2:2,2008-2009
1,1,Christophe Grondin,33,KAA Gent,KRC Genk vs. KAA Gent 2:2,2008-2009
1,2,Adnan Čustović,62,KAA Gent,KRC Genk vs. KAA Gent 2:2,2008-2009
2,2,Stein Huysegems,72,KRC Genk,KRC Genk vs. KAA Gent 2:2,2008-2009
0,1,Vuza Nyoni,55,Cercle Brugge,KV Mechelen vs. Cercle Brugge 0:1,2008-2009
0,1,Oguchi Onyewu,13,Standard Liège,Excelsior Mouscron vs. Standard Liège 0:3,2008-2009
0,2,Wilfried Dalmat,47,Standard Liège,Excelsior Mouscron vs. Standard Liège 0:3,2008-2009
0,3,Oguchi Onyewu,64,Standard Liège,Excelsior Mouscron vs. Standard Liège 0:3,2008-2009
0,1,Mustapha Jarju,14,RAEC Mons,Club Brugge KV vs. RAEC Mons 3:2,2008-2009
1,1,Joseph Akpala,33,Club Brugge KV,Club Brugge KV vs. RAEC Mons 3:2,2008-2009
1,2,Moussa Gueye,46,RAEC Mons,Club Brugge KV vs. RAEC Mons 3:2,2008-2009
2,2,Wesley Sonck,47,Club Brugge KV,Club Brugge KV vs. RAEC Mons 3:2,2008-2009
3,2,Wesley Sonck,83,Club Brugge KV,Club Brugge KV vs. RAEC Mons 3:2,2008-2009
0,1,Willian Xavier,48,KV Kortrijk,SV Zulte Waregem vs. KV Kortrijk 5:1,2008-2009
1,1,Franck Berrier,57,SV Zulte Waregem,SV Zulte Waregem vs. KV Kortrijk 5:1,2008-2009
2,1,Nfor Webnje,71,SV Zulte Waregem,SV Zulte Waregem vs. KV Kortrijk 5:1,2008-2009
3,1,Cris Makiese,77,SV Zulte Waregem,SV Zulte Waregem vs. KV Kortrijk 5:1,2008-2009
4,1,Cris Makiese,81,SV Zulte Waregem,SV Zulte Waregem vs. KV Kortrijk 5:1,2008-2009
5,1,Cris Makiese,88,SV Zulte Waregem,SV Zulte Waregem vs. KV Kortrijk 5:1,2008-2009
1,0,Stijn De Wilde,90,Sporting Lokeren,Sporting Lokeren vs. Germinal Beerschot 1:0,2008-2009
0,1,Geoffrey Mujangi Bia,14,Sporting Charleroi,AFC Tubize vs. Sporting Charleroi 3:1,2008-2009
1,1,Grégory Dufer,31,AFC Tubize,AFC Tubize vs. Sporting Charleroi 3:1,2008-2009
2,1,Frank Defays,49,AFC Tubize,AFC Tubize vs. Sporting Charleroi 3:1,2008-2009
3,1,Jérémy Perbet,66,AFC Tubize,AFC Tubize vs. Sporting Charleroi 3:1,2008-2009
0,1,Tom De Sutter,52,RSC Anderlecht,KVC Westerlo vs. RSC Anderlecht 0:1,2008-2009
1,0,David Destorme,4,FCV Dender EH,FCV Dender EH vs. KSV Roeselare 3:1,2008-2009
2,0,David Destorme,63,FCV Dender EH,FCV Dender EH vs. KSV Roeselare 3:1,2008-2009
