GH,GA,scorer,time,scoring,game,season
NA,NA,NA,NA,NA,União Leiria vs. SC Beira-Mar 0:0,2011-2012
0,1,Marc Janko,3,FC Porto,Vitória Setúbal vs. FC Porto 1:3,2011-2012
0,2,Fernando,25,FC Porto,Vitória Setúbal vs. FC Porto 1:3,2011-2012
1,2,Albert Meyong,76,Vitória Setúbal,Vitória Setúbal vs. FC Porto 1:3,2011-2012
1,3,Varela,79,FC Porto,Vitória Setúbal vs. FC Porto 1:3,2011-2012
1,0,Ricardo,36,Sporting CP,Sporting CP vs. Paços de Ferreira 1:0,2011-2012
1,0,Marcelo Toscano,37,Vitória Guimarães,Vitória Guimarães vs. SL Benfica 1:0,2011-2012
1,0,Roberto De Sousa,66,CS Marítimo,CS Marítimo vs. União Leiria 1:0,2011-2012
NA,NA,NA,NA,NA,Académica de Coimbra vs. SL Benfica 0:0,2011-2012
NA,NA,NA,NA,NA,SC Olhanense vs. Gil Vicente 0:0,2011-2012
0,1,Tiago Targino,18,Vitória Setúbal,SC Beira-Mar vs. Vitória Setúbal 2:3,2011-2012
0,2,Bruno Amaro,29,Vitória Setúbal,SC Beira-Mar vs. Vitória Setúbal 2:3,2011-2012
0,3,Ney,56,Vitória Setúbal,SC Beira-Mar vs. Vitória Setúbal 2:3,2011-2012
1,3,Balboa,75,SC Beira-Mar,SC Beira-Mar vs. Vitória Setúbal 2:3,2011-2012
2,3,Chengdong Zhang,86,SC Beira-Mar,SC Beira-Mar vs. Vitória Setúbal 2:3,2011-2012
0,1,Candeias,47,CD Nacional,Paços de Ferreira vs. CD Nacional 0:2,2011-2012
0,2,Claudemir,90,CD Nacional,Paços de Ferreira vs. CD Nacional 0:2,2011-2012
1,0,Marat Izmailov,35,Sporting CP,Sporting CP vs. Rio Ave FC 1:0,2011-2012
1,0,Maicon,68,FC Porto,FC Porto vs. CD Feirense 2:0,2011-2012
2,0,James Rodríguez,72,FC Porto,FC Porto vs. CD Feirense 2:0,2011-2012
1,0,Elderson Echiéjilé,4,Sporting Braga,Sporting Braga vs. Vitória Guimarães 4:0,2011-2012
2,0,Custódio,19,Sporting Braga,Sporting Braga vs. Vitória Guimarães 4:0,2011-2012
3,0,Lima,77,Sporting Braga,Sporting Braga vs. Vitória Guimarães 4:0,2011-2012
4,0,Ukra,87,Sporting Braga,Sporting Braga vs. Vitória Guimarães 4:0,2011-2012
0,1,Hulk,7,FC Porto,SL Benfica vs. FC Porto 2:3,2011-2012
1,1,Óscar Cardozo,41,SL Benfica,SL Benfica vs. FC Porto 2:3,2011-2012
2,1,Óscar Cardozo,48,SL Benfica,SL Benfica vs. FC Porto 2:3,2011-2012
2,2,James Rodríguez,64,FC Porto,SL Benfica vs. FC Porto 2:3,2011-2012
2,3,Maicon,87,FC Porto,SL Benfica vs. FC Porto 2:3,2011-2012
1,0,Moreno,12,CD Nacional,CD Nacional vs. Sporting Braga 1:3,2011-2012
1,1,Lima,39,Sporting Braga,CD Nacional vs. Sporting Braga 1:3,2011-2012
1,2,Márcio Mossoró,53,Sporting Braga,CD Nacional vs. Sporting Braga 1:3,2011-2012
1,3,Ukra,86,Sporting Braga,CD Nacional vs. Sporting Braga 1:3,2011-2012
1,0,Bruno Amaro,20,Vitória Setúbal,Vitória Setúbal vs. Sporting CP 1:0,2011-2012
1,0,Zé Luís,17,Gil Vicente,Gil Vicente vs. Paços de Ferreira 1:2,2011-2012
1,1,Lorenzo Melgarejo,41,Paços de Ferreira,Gil Vicente vs. Paços de Ferreira 1:2,2011-2012
1,2,Lorenzo Melgarejo,69,Paços de Ferreira,Gil Vicente vs. Paços de Ferreira 1:2,2011-2012
1,0,João Tomás,32,Rio Ave FC,Rio Ave FC vs. SC Beira-Mar 4:0,2011-2012
2,0,Bruno China,58,Rio Ave FC,Rio Ave FC vs. SC Beira-Mar 4:0,2011-2012
3,0,Yazalde,76,Rio Ave FC,Rio Ave FC vs. SC Beira-Mar 4:0,2011-2012
4,0,João Tomás,86,Rio Ave FC,Rio Ave FC vs. SC Beira-Mar 4:0,2011-2012
0,1,Edinho,64,Académica de Coimbra,CD Feirense vs. Académica de Coimbra 1:1,2011-2012
1,1,Carlos Fonseca,86,CD Feirense,CD Feirense vs. Académica de Coimbra 1:1,2011-2012
1,0,Edgar,74,Vitória Guimarães,Vitória Guimarães vs. CS Marítimo 1:0,2011-2012
0,1,Dady,29,SC Olhanense,União Leiria vs. SC Olhanense 1:3,2011-2012
1,1,Djaniny,49,União Leiria,União Leiria vs. SC Olhanense 1:3,2011-2012
1,2,Toy,82,SC Olhanense,União Leiria vs. SC Olhanense 1:3,2011-2012
1,3,Salvador Agra,90,SC Olhanense,União Leiria vs. SC Olhanense 1:3,2011-2012
1,0,Sami,13,CS Marítimo,CS Marítimo vs. CD Feirense 2:1,2011-2012
1,1,Robson,45,CD Feirense,CS Marítimo vs. CD Feirense 2:1,2011-2012
2,1,Fidélis,90,CS Marítimo,CS Marítimo vs. CD Feirense 2:1,2011-2012
1,0,Douglão,24,Sporting Braga,Sporting Braga vs. União Leiria 2:1,2011-2012
2,0,Lima,48,Sporting Braga,Sporting Braga vs. União Leiria 2:1,2011-2012
2,1,Bruno Moraes,61,União Leiria,Sporting Braga vs. União Leiria 2:1,2011-2012
0,1,Edinho,39,Académica de Coimbra,FC Porto vs. Académica de Coimbra 1:1,2011-2012
1,1,Hulk,90,FC Porto,FC Porto vs. Académica de Coimbra 1:1,2011-2012
1,0,Chengdong Zhang,62,SC Beira-Mar,SC Beira-Mar vs. Gil Vicente 1:0,2011-2012
1,0,Christian Atsu,26,Rio Ave FC,Rio Ave FC vs. Vitória Setúbal 3:0,2011-2012
2,0,Vítor Gomes,43,Rio Ave FC,Rio Ave FC vs. Vitória Setúbal 3:0,2011-2012
3,0,Yazalde,80,Rio Ave FC,Rio Ave FC vs. Vitória Setúbal 3:0,2011-2012
1,0,Dady,9,SC Olhanense,SC Olhanense vs. CD Nacional 4:4,2011-2012
1,1,Mario Rondón,11,CD Nacional,SC Olhanense vs. CD Nacional 4:4,2011-2012
2,1,Salvador Agra,24,SC Olhanense,SC Olhanense vs. CD Nacional 4:4,2011-2012
2,2,Mateus,30,CD Nacional,SC Olhanense vs. CD Nacional 4:4,2011-2012
3,2,Dady,40,SC Olhanense,SC Olhanense vs. CD Nacional 4:4,2011-2012
3,3,Mateus,52,CD Nacional,SC Olhanense vs. CD Nacional 4:4,2011-2012
4,3,Wilson Eduardo,70,SC Olhanense,SC Olhanense vs. CD Nacional 4:4,2011-2012
4,4,Claudemir,78,CD Nacional,SC Olhanense vs. CD Nacional 4:4,2011-2012
1,0,Michel,28,Paços de Ferreira,Paços de Ferreira vs. SL Benfica 1:2,2011-2012
1,1,Nicolás Gaitán,63,SL Benfica,Paços de Ferreira vs. SL Benfica 1:2,2011-2012
1,2,Bruno César,68,SL Benfica,Paços de Ferreira vs. SL Benfica 1:2,2011-2012
1,0,Ricky van Wolfswinkel,20,Sporting CP,Sporting CP vs. Vitória Guimarães 5:0,2011-2012
2,0,Matías Fernández,49,Sporting CP,Sporting CP vs. Vitória Guimarães 5:0,2011-2012
3,0,Marat Izmailov,71,Sporting CP,Sporting CP vs. Vitória Guimarães 5:0,2011-2012
4,0,Jeffrén,81,Sporting CP,Sporting CP vs. Vitória Guimarães 5:0,2011-2012
5,0,Jeffrén,89,Sporting CP,Sporting CP vs. Vitória Guimarães 5:0,2011-2012
0,1,Marc Janko,21,FC Porto,CD Nacional vs. FC Porto 0:2,2011-2012
0,2,Alex Sandro,90,FC Porto,CD Nacional vs. FC Porto 0:2,2011-2012
1,0,Óscar Cardozo,26,SL Benfica,SL Benfica vs. SC Beira-Mar 3:1,2011-2012
2,0,Nicolás Gaitán,44,SL Benfica,SL Benfica vs. SC Beira-Mar 3:1,2011-2012
3,0,Óscar Cardozo,48,SL Benfica,SL Benfica vs. SC Beira-Mar 3:1,2011-2012
3,1,Cássio,90,SC Beira-Mar,SL Benfica vs. SC Beira-Mar 3:1,2011-2012
1,0,Bruno Moraes,59,União Leiria,União Leiria vs. Rio Ave FC 1:0,2011-2012
0,1,Hélder Barbosa,6,Sporting Braga,CD Feirense vs. Sporting Braga 1:4,2011-2012
0,2,Lima,55,Sporting Braga,CD Feirense vs. Sporting Braga 1:4,2011-2012
0,3,Márcio Mossoró,58,Sporting Braga,CD Feirense vs. Sporting Braga 1:4,2011-2012
0,4,Hugo Viana,72,Sporting Braga,CD Feirense vs. Sporting Braga 1:4,2011-2012
1,4,Bédi Buval,75,CD Feirense,CD Feirense vs. Sporting Braga 1:4,2011-2012
0,1,Michel Lugo,5,Paços de Ferreira,Académica de Coimbra vs. Paços de Ferreira 0:1,2011-2012
0,1,Héldon,25,CS Marítimo,Vitória Setúbal vs. CS Marítimo 1:1,2011-2012
1,1,Albert Meyong,59,Vitória Setúbal,Vitória Setúbal vs. CS Marítimo 1:1,2011-2012
1,0,Jonathan Urretaviscaya,7,Vitória Guimarães,Vitória Guimarães vs. SC Olhanense 2:2,2011-2012
2,0,Rodrigo Defendi,41,Vitória Guimarães,Vitória Guimarães vs. SC Olhanense 2:2,2011-2012
2,1,Dady,53,SC Olhanense,Vitória Guimarães vs. SC Olhanense 2:2,2011-2012
2,2,Wilson Eduardo,54,SC Olhanense,Vitória Guimarães vs. SC Olhanense 2:2,2011-2012
1,0,Rodrigo Galo,13,Gil Vicente,Gil Vicente vs. Sporting CP 2:0,2011-2012
2,0,Cláudio,55,Gil Vicente,Gil Vicente vs. Sporting CP 2:0,2011-2012
NA,NA,NA,NA,NA,SC Olhanense vs. SL Benfica 0:0,2011-2012
1,0,Capel,15,Sporting CP,Sporting CP vs. CD Feirense 1:0,2011-2012
1,0,Miguelito,2,Vitória Setúbal,Vitória Setúbal vs. União Leiria 1:0,2011-2012
0,1,Claudemir,15,CD Nacional,SC Beira-Mar vs. CD Nacional 0:3,2011-2012
0,2,Claudemir,63,CD Nacional,SC Beira-Mar vs. CD Nacional 0:3,2011-2012
0,3,Ladji Keita,74,CD Nacional,SC Beira-Mar vs. CD Nacional 0:3,2011-2012
0,1,Edgar,77,Vitória Guimarães,Rio Ave FC vs. Vitória Guimarães 0:1,2011-2012
0,1,Ricardo,47,FC Porto,Paços de Ferreira vs. FC Porto 1:1,2011-2012
1,1,Lorenzo Melgarejo,79,Paços de Ferreira,Paços de Ferreira vs. FC Porto 1:1,2011-2012
1,0,Héldon,3,CS Marítimo,CS Marítimo vs. Gil Vicente 3:2,2011-2012
1,1,Zé Luís,43,Gil Vicente,CS Marítimo vs. Gil Vicente 3:2,2011-2012
1,2,Luís Carlos,44,Gil Vicente,CS Marítimo vs. Gil Vicente 3:2,2011-2012
2,2,Fidélis,65,CS Marítimo,CS Marítimo vs. Gil Vicente 3:2,2011-2012
3,2,Christian Pouga,86,CS Marítimo,CS Marítimo vs. Gil Vicente 3:2,2011-2012
1,0,Márcio Mossoró,36,Sporting Braga,Sporting Braga vs. Académica de Coimbra 2:1,2011-2012
2,0,Lima,45,Sporting Braga,Sporting Braga vs. Académica de Coimbra 2:1,2011-2012
2,1,David Simão,62,Académica de Coimbra,Sporting Braga vs. Académica de Coimbra 2:1,2011-2012
0,1,Héldon,53,CS Marítimo,Académica de Coimbra vs. CS Marítimo 0:1,2011-2012
1,0,Lucho González,24,FC Porto,FC Porto vs. SC Olhanense 2:0,2011-2012
2,0,James Rodríguez,66,FC Porto,FC Porto vs. SC Olhanense 2:0,2011-2012
1,0,Axel Witsel,77,SL Benfica,SL Benfica vs. Sporting Braga 2:1,2011-2012
1,1,Hugo Viana,82,Sporting Braga,SL Benfica vs. Sporting Braga 2:1,2011-2012
2,1,Bruno César,90,SL Benfica,SL Benfica vs. Sporting Braga 2:1,2011-2012
0,1,Ney,83,Vitória Setúbal,Gil Vicente vs. Vitória Setúbal 0:1,2011-2012
0,1,Chengdong Zhang,12,SC Beira-Mar,CD Feirense vs. SC Beira-Mar 1:3,2011-2012
0,2,Sérginho,28,SC Beira-Mar,CD Feirense vs. SC Beira-Mar 1:3,2011-2012
1,2,Carlos Fonseca,53,CD Feirense,CD Feirense vs. SC Beira-Mar 1:3,2011-2012
1,3,Jaime,79,SC Beira-Mar,CD Feirense vs. SC Beira-Mar 1:3,2011-2012
1,0,Ladji Keita,34,CD Nacional,CD Nacional vs. Rio Ave FC 2:1,2011-2012
2,0,Claudemir,61,CD Nacional,CD Nacional vs. Rio Ave FC 2:1,2011-2012
2,1,Yazalde,75,Rio Ave FC,CD Nacional vs. Rio Ave FC 2:1,2011-2012
0,1,Matías Fernández,90,Sporting CP,União Leiria vs. Sporting CP 0:1,2011-2012
1,0,Nuno Assis,31,Vitória Guimarães,Vitória Guimarães vs. Paços de Ferreira 3:1,2011-2012
2,0,Bruno Teles,51,Vitória Guimarães,Vitória Guimarães vs. Paços de Ferreira 3:1,2011-2012
3,0,Hillal Soudani,64,Vitória Guimarães,Vitória Guimarães vs. Paços de Ferreira 3:1,2011-2012
3,1,Michel,87,Paços de Ferreira,Vitória Guimarães vs. Paços de Ferreira 3:1,2011-2012
NA,NA,NA,NA,NA,União Leiria vs. Gil Vicente 0:0,2011-2012
0,1,Marinho,31,Académica de Coimbra,SC Beira-Mar vs. Académica de Coimbra 2:1,2011-2012
1,1,Nildo Petrolina,57,SC Beira-Mar,SC Beira-Mar vs. Académica de Coimbra 2:1,2011-2012
2,1,Nildo Petrolina,66,SC Beira-Mar,SC Beira-Mar vs. Académica de Coimbra 2:1,2011-2012
1,0,Bruno Amaro,57,Vitória Setúbal,Vitória Setúbal vs. Vitória Guimarães 1:0,2011-2012
1,0,Salvador Agra,8,SC Olhanense,SC Olhanense vs. Paços de Ferreira 1:2,2011-2012
1,1,Caetano,26,Paços de Ferreira,SC Olhanense vs. Paços de Ferreira 1:2,2011-2012
1,2,Javier Cohene,50,Paços de Ferreira,SC Olhanense vs. Paços de Ferreira 1:2,2011-2012
1,0,Braga,36,Rio Ave FC,Rio Ave FC vs. CD Feirense 2:2,2011-2012
1,1,Bédi Buval,42,CD Feirense,Rio Ave FC vs. CD Feirense 2:2,2011-2012
2,1,Braga,52,Rio Ave FC,Rio Ave FC vs. CD Feirense 2:2,2011-2012
2,2,Hélder Castro,63,CD Feirense,Rio Ave FC vs. CD Feirense 2:2,2011-2012
0,1,Mario Rondón,23,CD Nacional,CS Marítimo vs. CD Nacional 2:4,2011-2012
0,2,Mateus,34,CD Nacional,CS Marítimo vs. CD Nacional 2:4,2011-2012
1,2,Selim Benachour,37,CS Marítimo,CS Marítimo vs. CD Nacional 2:4,2011-2012
1,3,Mario Rondón,47,CD Nacional,CS Marítimo vs. CD Nacional 2:4,2011-2012
1,4,Mateus,63,CD Nacional,CS Marítimo vs. CD Nacional 2:4,2011-2012
2,4,Ibrahim Obayomi,90,CS Marítimo,CS Marítimo vs. CD Nacional 2:4,2011-2012
0,1,Hulk,55,FC Porto,Sporting Braga vs. FC Porto 0:1,2011-2012
1,0,Ricky van Wolfswinkel,18,Sporting CP,Sporting CP vs. SL Benfica 1:0,2011-2012
1,0,Vítor Silva,27,Paços de Ferreira,Paços de Ferreira vs. Sporting Braga 1:1,2011-2012
1,1,Nuno Gomes,81,Sporting Braga,Paços de Ferreira vs. Sporting Braga 1:1,2011-2012
1,0,Nolito,14,SL Benfica,SL Benfica vs. CS Marítimo 4:1,2011-2012
2,0,Nolito,19,SL Benfica,SL Benfica vs. CS Marítimo 4:1,2011-2012
2,1,Sami,51,CS Marítimo,SL Benfica vs. CS Marítimo 4:1,2011-2012
3,1,Rodrigo,65,SL Benfica,SL Benfica vs. CS Marítimo 4:1,2011-2012
4,1,Bruno César,69,SL Benfica,SL Benfica vs. CS Marítimo 4:1,2011-2012
1,0,Hillal Soudani,48,Vitória Guimarães,Vitória Guimarães vs. União Leiria 3:2,2011-2012
1,1,Bruno Moraes,62,União Leiria,Vitória Guimarães vs. União Leiria 3:2,2011-2012
2,1,Bruno Teles,63,Vitória Guimarães,Vitória Guimarães vs. União Leiria 3:2,2011-2012
2,2,Djaniny,77,União Leiria,Vitória Guimarães vs. União Leiria 3:2,2011-2012
3,2,Hillal Soudani,86,Vitória Guimarães,Vitória Guimarães vs. União Leiria 3:2,2011-2012
1,0,Hulk,34,FC Porto,FC Porto vs. SC Beira-Mar 3:0,2011-2012
2,0,Marc Janko,51,FC Porto,FC Porto vs. SC Beira-Mar 3:0,2011-2012
3,0,Hulk,54,FC Porto,FC Porto vs. SC Beira-Mar 3:0,2011-2012
1,0,Bédi Buval,20,CD Feirense,CD Feirense vs. Vitória Setúbal 1:0,2011-2012
NA,NA,NA,NA,NA,Gil Vicente vs. Rio Ave FC 0:0,2011-2012
0,1,Diego Rubio,11,Sporting CP,CD Nacional vs. Sporting CP 2:3,2011-2012
0,2,Renato Neto,31,Sporting CP,CD Nacional vs. Sporting CP 2:3,2011-2012
1,2,Mateus,33,CD Nacional,CD Nacional vs. Sporting CP 2:3,2011-2012
2,2,Ladji Keita,74,CD Nacional,CD Nacional vs. Sporting CP 2:3,2011-2012
2,3,Ricky van Wolfswinkel,76,Sporting CP,CD Nacional vs. Sporting CP 2:3,2011-2012
0,1,Rui Duarte,60,SC Olhanense,Académica de Coimbra vs. SC Olhanense 0:1,2011-2012
1,0,Nuno André Coelho,18,Sporting Braga,Sporting Braga vs. SC Olhanense 1:2,2011-2012
1,1,Cauê,56,SC Olhanense,Sporting Braga vs. SC Olhanense 1:2,2011-2012
1,2,Dady,74,SC Olhanense,Sporting Braga vs. SC Olhanense 1:2,2011-2012
1,0,João Vilela,15,Gil Vicente,Gil Vicente vs. Vitória Guimarães 3:1,2011-2012
1,1,Richard Almeida,28,Vitória Guimarães,Gil Vicente vs. Vitória Guimarães 3:1,2011-2012
2,1,Rodrigo Galo,54,Gil Vicente,Gil Vicente vs. Vitória Guimarães 3:1,2011-2012
3,1,João Vilela,61,Gil Vicente,Gil Vicente vs. Vitória Guimarães 3:1,2011-2012
0,1,Hulk,15,FC Porto,CS Marítimo vs. FC Porto 0:2,2011-2012
0,2,Hulk,89,FC Porto,CS Marítimo vs. FC Porto 0:2,2011-2012
1,0,Artur,10,SC Beira-Mar,SC Beira-Mar vs. Paços de Ferreira 2:0,2011-2012
2,0,Balboa,59,SC Beira-Mar,SC Beira-Mar vs. Paços de Ferreira 2:0,2011-2012
0,1,Miguel Pedro,45,CD Feirense,União Leiria vs. CD Feirense 0:4,2011-2012
0,2,Pedro Queirós,51,CD Feirense,União Leiria vs. CD Feirense 0:4,2011-2012
0,3,Miguel Pedro,58,CD Feirense,União Leiria vs. CD Feirense 0:4,2011-2012
0,4,Bédi Buval,90,CD Feirense,União Leiria vs. CD Feirense 0:4,2011-2012
0,1,Diego Barcelos,5,CD Nacional,Vitória Setúbal vs. CD Nacional 0:3,2011-2012
0,2,Mario Rondón,22,CD Nacional,Vitória Setúbal vs. CD Nacional 0:3,2011-2012
0,3,Mario Rondón,34,CD Nacional,Vitória Setúbal vs. CD Nacional 0:3,2011-2012
1,0,Christian Atsu,8,Rio Ave FC,Rio Ave FC vs. SL Benfica 2:2,2011-2012
1,1,Nolito,37,SL Benfica,Rio Ave FC vs. SL Benfica 2:2,2011-2012
1,2,Óscar Cardozo,40,SL Benfica,Rio Ave FC vs. SL Benfica 2:2,2011-2012
2,2,Yazalde,51,Rio Ave FC,Rio Ave FC vs. SL Benfica 2:2,2011-2012
1,0,André Carrillo,29,Sporting CP,Sporting CP vs. Académica de Coimbra 2:1,2011-2012
1,1,Ânderson Polga,44,Académica de Coimbra,Sporting CP vs. Académica de Coimbra 2:1,2011-2012
2,1,Ricky van Wolfswinkel,77,Sporting CP,Sporting CP vs. Académica de Coimbra 2:1,2011-2012
1,0,Bruno César,21,SL Benfica,SL Benfica vs. União Leiria 1:0,2011-2012
0,1,Hugo Vieira,35,Gil Vicente,CD Nacional vs. Gil Vicente 3:1,2011-2012
1,1,Claudemir,45,CD Nacional,CD Nacional vs. Gil Vicente 3:1,2011-2012
2,1,Ladji Keita,68,CD Nacional,CD Nacional vs. Gil Vicente 3:1,2011-2012
3,1,Mario Rondón,90,CD Nacional,CD Nacional vs. Gil Vicente 3:1,2011-2012
1,0,Bédi Buval,2,CD Feirense,CD Feirense vs. Vitória Guimarães 1:3,2011-2012
1,1,Mahamadou N'Diaye,41,Vitória Guimarães,CD Feirense vs. Vitória Guimarães 1:3,2011-2012
1,2,Jonathan Urretaviscaya,88,Vitória Guimarães,CD Feirense vs. Vitória Guimarães 1:3,2011-2012
1,3,Hillal Soudani,90,Vitória Guimarães,CD Feirense vs. Vitória Guimarães 1:3,2011-2012
1,0,Edinho,41,Académica de Coimbra,Académica de Coimbra vs. Vitória Setúbal 1:0,2011-2012
1,0,Hulk,82,FC Porto,FC Porto vs. Sporting CP 2:0,2011-2012
2,0,Hulk,89,FC Porto,FC Porto vs. Sporting CP 2:0,2011-2012
1,0,Custódio,55,Sporting Braga,Sporting Braga vs. SC Beira-Mar 1:0,2011-2012
NA,NA,NA,NA,NA,SC Olhanense vs. CS Marítimo 0:0,2011-2012
0,1,João Tomás,8,Rio Ave FC,Paços de Ferreira vs. Rio Ave FC 2:2,2011-2012
1,1,Lorenzo Melgarejo,18,Paços de Ferreira,Paços de Ferreira vs. Rio Ave FC 2:2,2011-2012
2,1,Arturo Álvarez,86,Paços de Ferreira,Paços de Ferreira vs. Rio Ave FC 2:2,2011-2012
2,2,João Tomás,90,Rio Ave FC,Paços de Ferreira vs. Rio Ave FC 2:2,2011-2012
1,0,Rúben,53,CS Marítimo,CS Marítimo vs. Paços de Ferreira 1:1,2011-2012
1,1,Vítor Silva,70,Paços de Ferreira,CS Marítimo vs. Paços de Ferreira 1:1,2011-2012
0,1,Djalma,13,FC Porto,Rio Ave FC vs. FC Porto 2:5,2011-2012
0,2,James Rodríguez,16,FC Porto,Rio Ave FC vs. FC Porto 2:5,2011-2012
1,2,João Tomás,41,Rio Ave FC,Rio Ave FC vs. FC Porto 2:5,2011-2012
1,3,Kléber,49,FC Porto,Rio Ave FC vs. FC Porto 2:5,2011-2012
2,3,Christian Atsu,66,Rio Ave FC,Rio Ave FC vs. FC Porto 2:5,2011-2012
2,4,Kléber,74,FC Porto,Rio Ave FC vs. FC Porto 2:5,2011-2012
2,5,Kléber,90,FC Porto,Rio Ave FC vs. FC Porto 2:5,2011-2012
0,1,Jander,33,SC Olhanense,SC Beira-Mar vs. SC Olhanense 1:2,2011-2012
0,2,Dady,49,SC Olhanense,SC Beira-Mar vs. SC Olhanense 1:2,2011-2012
1,2,Nildo Petrolina,76,SC Beira-Mar,SC Beira-Mar vs. SC Olhanense 1:2,2011-2012
1,0,Rafael Lopes,12,Vitória Setúbal,Vitória Setúbal vs. SL Benfica 1:3,2011-2012
1,1,Bruno César,34,SL Benfica,Vitória Setúbal vs. SL Benfica 1:3,2011-2012
1,2,Bruno César,61,SL Benfica,Vitória Setúbal vs. SL Benfica 1:3,2011-2012
1,3,Óscar Cardozo,89,SL Benfica,Vitória Setúbal vs. SL Benfica 1:3,2011-2012
1,0,Hugo Vieira,43,Gil Vicente,Gil Vicente vs. CD Feirense 3:1,2011-2012
1,1,Diogo Rosado,47,CD Feirense,Gil Vicente vs. CD Feirense 3:1,2011-2012
2,1,Zé Luís,77,Gil Vicente,Gil Vicente vs. CD Feirense 3:1,2011-2012
3,1,Zé Luís,82,Gil Vicente,Gil Vicente vs. CD Feirense 3:1,2011-2012
0,1,Mateus,10,CD Nacional,União Leiria vs. CD Nacional 2:3,2011-2012
0,2,Claudemir,30,CD Nacional,União Leiria vs. CD Nacional 2:3,2011-2012
1,2,Djaniny,66,União Leiria,União Leiria vs. CD Nacional 2:3,2011-2012
2,2,José Shaffer,80,União Leiria,União Leiria vs. CD Nacional 2:3,2011-2012
2,3,Mateus,90,CD Nacional,União Leiria vs. CD Nacional 2:3,2011-2012
0,1,Diogo Valente,45,Académica de Coimbra,Vitória Guimarães vs. Académica de Coimbra 1:2,2011-2012
1,1,Bruno Teles,65,Vitória Guimarães,Vitória Guimarães vs. Académica de Coimbra 1:2,2011-2012
1,2,Edinho,81,Académica de Coimbra,Vitória Guimarães vs. Académica de Coimbra 1:2,2011-2012
1,0,Ricky van Wolfswinkel,34,Sporting CP,Sporting CP vs. Sporting Braga 3:2,2011-2012
1,1,Hélder Barbosa,57,Sporting Braga,Sporting CP vs. Sporting Braga 3:2,2011-2012
2,1,Ricky van Wolfswinkel,61,Sporting CP,Sporting CP vs. Sporting Braga 3:2,2011-2012
3,1,Ricky van Wolfswinkel,84,Sporting CP,Sporting CP vs. Sporting Braga 3:2,2011-2012
3,2,Lima,88,Sporting Braga,Sporting CP vs. Sporting Braga 3:2,2011-2012
0,1,Steven Vitória,26,GD Estoril,SC Olhanense vs. GD Estoril 2:1,2012-2013
1,1,Jean-Paul Yontcha,29,SC Olhanense,SC Olhanense vs. GD Estoril 2:1,2012-2013
2,1,Fernando,59,SC Olhanense,SC Olhanense vs. GD Estoril 2:1,2012-2013
0,1,João Guilherme,87,CS Marítimo,Rio Ave FC vs. CS Marítimo 0:1,2012-2013
1,0,Eduardo Salvio,49,SL Benfica,SL Benfica vs. Sporting Braga 2:2,2012-2013
1,1,Lorenzo Melgarejo,54,Sporting Braga,SL Benfica vs. Sporting Braga 2:2,2012-2013
1,2,Márcio Mossoró,63,Sporting Braga,SL Benfica vs. Sporting Braga 2:2,2012-2013
2,2,Óscar Cardozo,73,SL Benfica,SL Benfica vs. Sporting Braga 2:2,2012-2013
1,0,Claudemir,71,CD Nacional,CD Nacional vs. Vitória Setúbal 2:2,2012-2013
2,0,Isael,74,CD Nacional,CD Nacional vs. Vitória Setúbal 2:2,2012-2013
2,1,Albert Meyong,77,Vitória Setúbal,CD Nacional vs. Vitória Setúbal 2:2,2012-2013
2,2,Cristiano,85,Vitória Setúbal,CD Nacional vs. Vitória Setúbal 2:2,2012-2013
1,0,André Leão,35,Paços de Ferreira,Paços de Ferreira vs. Moreirense FC 1:1,2012-2013
1,1,Fábio Espinho,80,Moreirense FC,Paços de Ferreira vs. Moreirense FC 1:1,2012-2013
NA,NA,NA,NA,NA,Gil Vicente vs. FC Porto 0:0,2012-2013
NA,NA,NA,NA,NA,Vitória Guimarães vs. Sporting CP 0:0,2012-2013
1,0,Balboa,9,SC Beira-Mar,SC Beira-Mar vs. Académica de Coimbra 3:3,2012-2013
2,0,Abel Camará,43,SC Beira-Mar,SC Beira-Mar vs. Académica de Coimbra 3:3,2012-2013
3,0,Abel Camará,56,SC Beira-Mar,SC Beira-Mar vs. Académica de Coimbra 3:3,2012-2013
3,1,John Ogu,69,Académica de Coimbra,SC Beira-Mar vs. Académica de Coimbra 3:3,2012-2013
3,2,Edinho,81,Académica de Coimbra,SC Beira-Mar vs. Académica de Coimbra 3:3,2012-2013
3,3,Edinho,87,Académica de Coimbra,SC Beira-Mar vs. Académica de Coimbra 3:3,2012-2013
1,0,Edinho,53,Académica de Coimbra,Académica de Coimbra vs. SC Olhanense 1:1,2012-2013
1,1,David Silva,67,SC Olhanense,Académica de Coimbra vs. SC Olhanense 1:1,2012-2013
1,0,Rúben Micael,27,Sporting Braga,Sporting Braga vs. SC Beira-Mar 3:1,2012-2013
2,0,Rúben Micael,33,Sporting Braga,Sporting Braga vs. SC Beira-Mar 3:1,2012-2013
3,0,Rúben Amorim,85,Sporting Braga,Sporting Braga vs. SC Beira-Mar 3:1,2012-2013
3,1,Nildo Petrolina,90,SC Beira-Mar,Sporting Braga vs. SC Beira-Mar 3:1,2012-2013
1,0,Lucho González,16,FC Porto,FC Porto vs. Vitória Guimarães 4:0,2012-2013
2,0,Hulk,66,FC Porto,FC Porto vs. Vitória Guimarães 4:0,2012-2013
